PMID,Amount,Country,Region,ISO3
29544506,279,USA,North America,USA
29544870,10061,USA,North America,USA
29545325,247,UK,Europe,GBR
29545948,40,USA,North America,USA
29546280,10,Germany,Europe,DEU
29546292,320,USA,North America,USA
29546297,32,UK,Europe,GBR
29546300,358,Philippines,Asia-Pacific,PHL
29546305,279,France,Europe,FRA
29546306,355,Burundi,Africa,BDI
29546309,22,Canada,North America,CAN
29546346,32,Mozambique,Africa,MOZ
29546401,602,USA,North America,USA
29546523,44,China,Asia-Pacific,CHN
29546527,390,China,Asia-Pacific,CHN
29546659,179,USA,North America,USA
29546857,228,Croatia,Europe,HRV
29547163,94,Egypt,Africa,EGY
29547448,16,USA,North America,USA
29547978,60,USA,North America,USA
29548285,309,Sudan,Africa,SDN
29548304,191,Finland,Europe,FIN
29548323,173,Germany,Europe,DEU
29549243,72,Germany,Europe,DEU
29549533,132,USA,North America,USA
29549822,143,Nepal,Asia-Pacific,NPL
29549863,31,USA,North America,USA
29550173,1193,USA,North America,USA
29550184,187,USA,North America,USA
29550314,184,USA,North America,USA
29550406,205,Bangladesh,Asia-Pacific,BGD
29550779,240,Australia,Asia-Pacific,AUS
29550783,117,Canada,North America,CAN
29551226,177,India,Asia-Pacific,IND
29551330,204,USA,North America,USA
29551338,43,USA,North America,USA
29551346,60,Brazil,South America,BRA
29551430,51,USA,North America,USA
29552762,80,China,Asia-Pacific,CHN
29552775,114,China,Asia-Pacific,CHN
29552916,48,UK,Europe,GBR
29552975,500,UK,Europe,GBR
29553834,60,Iran,Middle East,IRN
29553843,137,Iran,Middle East,IRN
29553862,722,Japan,Asia-Pacific,JPN
29554017,352,Sweden,Europe,SWE
29554111,70,Taiwan,Asia-Pacific,TWN
29554173,302,USA,North America,USA
29554282,162,Canada,North America,CAN
29554338,525,UK,Europe,GBR
29554789,32,Canada,North America,CAN
29554961,50,India,Asia-Pacific,IND
29555457,126,USA,North America,USA
29555621,170,USA,North America,USA
29555622,90,Finland,Europe,FIN
29555631,42,USA,North America,USA
29555665,379,USA,North America,USA
29555789,103,Germany,Europe,DEU
29555790,324,Australia,Asia-Pacific,AUS
29555857,24,Switzerland,Europe,CHE
29556144,976,Iran,Middle East,IRN
29556335,103,USA,North America,USA
29556706,554,USA,North America,USA
29556709,675,USA,North America,USA
29556903,875,China,Asia-Pacific,CHN
29557719,63,USA,North America,USA
29557854,439,Tanzania,Africa,TZA
29557855,125,China,Asia-Pacific,CHN
29557889,17,USA,North America,USA
29558423,294,Saudi Arabia,Middle East,SAU
29558490,26,Japan,Asia-Pacific,JPN
29558513,46,USA,North America,USA
29558923,242,UK,Europe,GBR
29558987,78,UK,Europe,GBR
29560078,98,USA,North America,USA
29560570,277,South Africa,Africa,ZAF
29561290,34,USA,North America,USA
29561461,80,Pakistan,Asia-Pacific,PAK
29561515,12,South Africa,Africa,ZAF
29561783,44,Netherlands,Europe,NLD
29562080,516,USA,North America,USA
29562147,470,South Korea,Asia-Pacific,KOR
29562151,147,Australia,Asia-Pacific,AUS
29562359,54,USA,North America,USA
29562597,334,USA,North America,USA
29562612,117,USA,North America,USA
29562613,21,Poland,Europe,POL
29562846,120,Iran,Middle East,IRN
29562906,55,UK,Europe,GBR
29562917,108,Germany,Europe,DEU
29562927,400,Canada,North America,CAN
29562983,974,Malawi,Africa,MWI
29563027,28,Australia,Asia-Pacific,AUS
29563100,226,USA,North America,USA
29563633,17860,Finland,Europe,FIN
29564590,45,China,Asia-Pacific,CHN
29564942,120,UK,Europe,GBR
29564996,5366,USA,North America,USA
29565149,328,Ecuador,South America,ECU
29565302,4000,Laos,Asia-Pacific,LAO
29565643,26,USA,North America,USA
29565660,718,USA,North America,USA
29565666,440,USA,North America,USA
29565769,14,Brazil,South America,BRA
29565947,60,Egypt,Africa,EGY
29565948,24,USA,North America,USA
29565950,70,Egypt,Africa,EGY
29566011,90,Taiwan,Asia-Pacific,TWN
29566095,20,USA,North America,USA
29566104,202,USA,North America,USA
29566189,360,Ethiopia,Africa,ETH
29566192,51,Canada,North America,CAN
29566659,403,Ghana,Africa,GHA
29567006,210,UK,Europe,GBR
29567762,421,USA,North America,USA
29567956,52,Japan,Asia-Pacific,JPN
29568100,213,Australia,Asia-Pacific,AUS
29568104,583,USA,North America,USA
29569055,6,UK,Europe,GBR
29569405,307,USA,North America,USA
29569943,50,Spain,Europe,ESP
29570535,37,USA,North America,USA
29570607,28,Canada,North America,CAN
29571817,760,Bangladesh,Asia-Pacific,BGD
29571930,28,USA,North America,USA
29572130,20,Australia,Asia-Pacific,AUS
29572400,160,UK,Europe,GBR
29572630,720,China,Asia-Pacific,CHN
29572695,65,Turkey,Middle East,TUR
29572814,6000,USA,North America,USA
29573143,140,Japan,Asia-Pacific,JPN
29573247,528,South Korea,Asia-Pacific,KOR
29573330,900,USA,North America,USA
29573355,991,Norway,Europe,NOR
29573529,33,Netherlands,Europe,NLD
29573648,69,Malaysia,Asia-Pacific,MYS
29573807,100,Japan,Asia-Pacific,JPN
29574170,99,Brazil,South America,BRA
29574365,462,USA,North America,USA
29574394,122,UK,Europe,GBR
29574438,260,South Africa,Africa,ZAF
29574439,350,UK,Europe,GBR
29574443,140,UK,Europe,GBR
29574445,120,Singapore,Asia-Pacific,SGP
29574980,120,France,Europe,FRA
29575010,112,UK,Europe,GBR
29575043,100,UK,Europe,GBR
29575090,40,USA,North America,USA
29575386,189,India,Asia-Pacific,IND
29575526,421,Belgium,Europe,BEL
29576126,42,UK,Europe,GBR
29576304,387,UK,Europe,GBR
29576358,40,Germany,Europe,DEU
29577522,42,Netherlands,Europe,NLD
29577915,40,USA,North America,USA
29578090,228,USA,North America,USA
29578097,331,India,Asia-Pacific,IND
29578592,395,USA,North America,USA
29578594,42,USA,North America,USA
29578595,203,USA,North America,USA
29578603,304,USA,North America,USA
29578604,504,USA,North America,USA
29579102,99,Spain,Europe,ESP
29579158,417,Denmark,Europe,DNK
29579195,670,Indonesia,Asia-Pacific,IDN
29579580,385,UK,Europe,GBR
29580238,934,Mali,Africa,MLI
29580277,200,Netherlands,Europe,NLD
29580796,90,Russia,Europe,RUS
29581107,401,USA,North America,USA
29581161,302,Canada,North America,CAN
29581212,363,Australia,Asia-Pacific,AUS
29581218,140,Germany,Europe,DEU
29581220,20,Netherlands,Europe,NLD
29581519,67,UK,Europe,GBR
29581536,61,USA,North America,USA
29581967,240,China,Asia-Pacific,CHN
29582053,49,USA,North America,USA
29582077,135,USA,North America,USA
29582084,134,China,Asia-Pacific,CHN
29582088,304,USA,North America,USA
29582212,44,USA,North America,USA
29582422,30,USA,North America,USA
29582447,180,Singapore,Asia-Pacific,SGP
29582543,230,Netherlands,Europe,NLD
29582641,320,Malaysia,Asia-Pacific,MYS
29582888,252,Japan,Asia-Pacific,JPN
29582896,447,Japan,Asia-Pacific,JPN
29583015,32,USA,North America,USA
29583081,702,USA,North America,USA
29584727,316,Ethiopia,Africa,ETH
29584832,620,UK,Europe,GBR
29587159,62,UK,Europe,GBR
29587530,240,USA,North America,USA
29587666,340,Singapore,Asia-Pacific,SGP
29587673,210,China,Asia-Pacific,CHN
29587698,250,USA,North America,USA
29587710,290,Malawi,Africa,MWI
29587729,78,USA,North America,USA
29587805,743,USA,North America,USA
29587831,400,Australia,Asia-Pacific,AUS
29587851,185,Canada,North America,CAN
29588167,350,USA,North America,USA
29589500,254,UK,Europe,GBR
29589786,964,UK,Europe,GBR
29589991,42,Kenya,Africa,KEN
29590007,72,USA,North America,USA
29590461,284,USA,North America,USA
29593017,132,Hong Kong,Asia-Pacific,CHN
29593018,79,New Zealand,Asia-Pacific,NZL
29593380,46,Spain,Europe,ESP
29594819,187,USA,North America,USA
29594933,601,USA,North America,USA
29595449,800,UK,Europe,GBR
29595562,88,Japan,Asia-Pacific,JPN
29595671,40,Egypt,Africa,EGY
29595685,300,Brazil,South America,BRA
29595687,150,China,Asia-Pacific,CHN
29595751,106,Norway,Europe,NOR
29596045,246,UK,Europe,GBR
29596217,60,Kenya,Africa,KEN
29596487,17,Japan,Asia-Pacific,JPN
29596644,179,Bangladesh,Asia-Pacific,BGD
29596904,19,France,Europe,FRA
29596950,331,USA,North America,USA
29597305,32,Australia,Asia-Pacific,AUS
29599067,239,UK,Europe,GBR
29599089,762,USA,North America,USA
29599173,185,China,Asia-Pacific,CHN
29599299,227,USA,North America,USA
29599391,50,Finland,Europe,FIN
29599478,60,USA,North America,USA
29599611,207,China,Asia-Pacific,CHN
29600595,277,South Africa,Africa,ZAF
29600897,102,Taiwan,Asia-Pacific,TWN
29601076,936,USA,North America,USA
29601316,12,USA,North America,USA
29601488,47,UK,Europe,GBR
29601570,471,South Africa,Africa,ZAF
29601897,85,USA,North America,USA
29601997,40,USA,North America,USA
29602274,571,USA,North America,USA
29602338,81,UK,Europe,GBR
29602430,151,Finland,Europe,FIN
29602557,262,Netherlands,Europe,NLD
29602567,500,USA,North America,USA
29602631,169,USA,North America,USA
29602735,145,USA,North America,USA
29602750,72,Australia,Asia-Pacific,AUS
29602751,141,Kenya,Africa,KEN
29602956,200,Austria,Europe,AUT
29603100,4552,Iran,Middle East,IRN
29603202,348,USA,North America,USA
29603851,161,Japan,Asia-Pacific,JPN
29604181,59,USA,North America,USA
29605187,75,UK,Europe,GBR
29605522,576,Australia,Asia-Pacific,AUS
29605716,162,Germany,Europe,DEU
29605753,638,Australia,Asia-Pacific,AUS
29605819,376,Canada,North America,CAN
29605891,430,Netherlands,Europe,NLD
29606226,75,China,Asia-Pacific,CHN
29606364,471,Mali,Africa,MLI
29606370,170,USA,North America,USA
29606861,210,USA,North America,USA
29607525,103,USA,North America,USA
29607528,50,Spain,Europe,ESP
29607623,84,Japan,Asia-Pacific,JPN
29608107,161,Sweden,Europe,SWE
29608340,572,USA,North America,USA
29608659,461,Gambia,Africa,GMB
29608733,125,USA,North America,USA
29608768,29,USA,North America,USA
29609013,208,USA,North America,USA
29609205,1412,UK,Europe,GBR
29609475,1530,China,Asia-Pacific,CHN
29609568,66,Tanzania,Africa,TZA
29609594,307,USA,North America,USA
29609596,40,Malawi,Africa,MWI
29609644,614,UK,Europe,GBR
29609656,41,Australia,Asia-Pacific,AUS
29609704,70,India,Asia-Pacific,IND
29610265,122,USA,North America,USA
29610765,40,Germany,Europe,DEU
29611171,60,China,Asia-Pacific,CHN
29611407,78,USA,North America,USA
29611500,240,Kenya,Africa,KEN
29611504,250,Democratic Republic of Congo,Africa,COD
29611518,608,UK,Europe,GBR
29613975,408,Peru,South America,PER
29614063,345,China,Asia-Pacific,CHN
29614679,21,Japan,Asia-Pacific,JPN
29614897,255,India,Asia-Pacific,IND
29614960,83,UK,Europe,GBR
29615049,23,Germany,Europe,DEU
29615061,439,Australia,Asia-Pacific,AUS
29615136,330,UK,Europe,GBR
29617066,37,USA,North America,USA
29617177,3042,India,Asia-Pacific,IND
29617350,17,Singapore,Asia-Pacific,SGP
29617375,120,Rwanda,Africa,RWA
29617440,937,USA,North America,USA
29617528,30,France,Europe,FRA
29617585,584,UK,Europe,GBR
29617922,40,Ethiopia,Africa,ETH
29618331,1230,Spain,Europe,ESP
29618459,200,Brazil,South America,BRA
29618501,157,USA,North America,USA
29618677,41,Japan,Asia-Pacific,JPN
29619595,16,New Zealand,Asia-Pacific,NZL
29620914,51,USA,North America,USA
29620927,127,Kenya,Africa,KEN
29621064,44,USA,North America,USA
29621261,136,Japan,Asia-Pacific,JPN
29621284,198,Denmark,Europe,DNK
29621896,744,Democratic Republic of Congo,Africa,COD
29621901,276,UK,Europe,GBR
29622029,131,Denmark,Europe,DNK
29622143,150,Japan,Asia-Pacific,JPN
29622355,98,Taiwan,Asia-Pacific,TWN
29622380,30,Japan,Asia-Pacific,JPN
29622506,1508,India,Asia-Pacific,IND
29622512,431,Denmark,Europe,DNK
29622823,12,Ghana,Africa,GHA
29623447,399,South Africa,Africa,ZAF
29623512,300,USA,North America,USA
29624463,961,USA,North America,USA
29624575,30,Belgium,Europe,BEL
29624592,46,USA,North America,USA
29624800,234,Japan,Asia-Pacific,JPN
29624807,170,Netherlands,Europe,NLD
29624887,21,Japan,Asia-Pacific,JPN
29625095,110,USA,North America,USA
29625176,40,Pakistan,Asia-Pacific,PAK
29625777,120,China,Asia-Pacific,CHN
29626045,835,UK,Europe,GBR
29627188,420,USA,North America,USA
29627257,139,UK,Europe,GBR
29627608,18,USA,North America,USA
29627621,276,Canada,North America,CAN
29627721,327,China,Asia-Pacific,CHN
29627898,178,USA,North America,USA
29628378,80,USA,North America,USA
29628483,526,Japan,Asia-Pacific,JPN
29628759,243,UK,Europe,GBR
29629507,346,USA,North America,USA
29630457,818,USA,North America,USA
29631362,30,USA,North America,USA
29631559,381,USA,North America,USA
29631564,126,China,Asia-Pacific,CHN
29632081,71,UK,Europe,GBR
29632168,15,UK,Europe,GBR
29632222,134,USA,North America,USA
29632227,211,USA,North America,USA
29632254,675,USA,North America,USA
29633139,831,USA,North America,USA
29633166,529,USA,North America,USA
29634648,116,USA,North America,USA
29634661,816,Haiti,North America,HTI
29635304,32,Norway,Europe,NOR
29635438,300,Switzerland,Europe,CHE
29635492,86,UK,Europe,GBR
29635501,177,Kenya,Africa,KEN
29635503,34,UK,Europe,GBR
29635632,71,Japan,Asia-Pacific,JPN
29635717,614,China,Asia-Pacific,CHN
29635842,288,Australia,Asia-Pacific,AUS
29635949,830,USA,North America,USA
29636004,102,China,Asia-Pacific,CHN
29636011,80,China,Asia-Pacific,CHN
29636047,60,China,Asia-Pacific,CHN
29636247,237,Malawi,Africa,MWI
29636355,120,USA,North America,USA
29636539,223,China,Asia-Pacific,CHN
29637434,119,USA,North America,USA
29637481,89,USA,North America,USA
29637543,163,USA,North America,USA
29637645,76,USA,North America,USA
29637820,54,China,Asia-Pacific,CHN
29641242,104,USA,North America,USA
29641307,24,Netherlands,Europe,NLD
29641571,443,Sweden,Europe,SWE
29641584,632,Sierra Leone,Africa,SLE
29641596,344,France,Europe,FRA
29641618,405,USA,North America,USA
29641669,709,Portugal,Europe,PRT
29641819,50,USA,North America,USA
29641834,296,USA,North America,USA
29642382,60,Ireland,Europe,IRL
29642492,32,Australia,Asia-Pacific,AUS
29643064,119,USA,North America,USA
29643155,141,UK,Europe,GBR
29643159,127,Sweden,Europe,SWE
29643163,90,China,Asia-Pacific,CHN
29643323,366,Japan,Asia-Pacific,JPN
29644871,13941,USA,North America,USA
29648580,75,USA,North America,USA
29648647,121,USA,North America,USA
29649227,616,Malawi,Africa,MWI
29649309,225,Spain,Europe,ESP
29649669,40,UK,Europe,GBR
29649996,60,Iran,Middle East,IRN
29650023,160,Australia,Asia-Pacific,AUS
29650060,75,UK,Europe,GBR
29650706,161,USA,North America,USA
29650764,758,USA,North America,USA
29650949,73,USA,North America,USA
29651052,102,China,Asia-Pacific,CHN
29651600,658,USA,North America,USA
29651778,259,UK,Europe,GBR
29651981,276,UK,Europe,GBR
29652078,538,USA,North America,USA
29652246,511,UK,Europe,GBR
29652544,23,USA,North America,USA
29652551,535,USA,North America,USA
29652567,196,China,Asia-Pacific,CHN
29652666,75,Netherlands,Europe,NLD
29652929,400,USA,North America,USA
29653328,74,India,Asia-Pacific,IND
29653338,114,Australia,Asia-Pacific,AUS
29653527,3000,France,Europe,FRA
29653629,100,Ethiopia,Africa,ETH
29653635,15480,UK,Europe,GBR
29653636,882,USA,North America,USA
29653644,247,Netherlands,Europe,NLD
29653686,261,USA,North America,USA
29653820,345,USA,North America,USA
29654019,674,Denmark,Europe,DNK
29654027,960,France,Europe,FRA
29654038,750,France,Europe,FRA
29654039,464,UK,Europe,GBR
29654122,719,USA,North America,USA
29654204,183,Switzerland,Europe,CHE
29654913,599,USA,North America,USA
29655257,10,Australia,Asia-Pacific,AUS
29655496,105,Tanzania,Africa,TZA
29655624,212,Uganda,Africa,UGA
29655627,197,USA,North America,USA
29655859,21,USA,North America,USA
29656569,83,Ghana,Africa,GHA
29656744,185,USA,North America,USA
29656913,132,USA,North America,USA
29658314,78,USA,North America,USA
29658756,346,USA,North America,USA
29658989,404,UK,Europe,GBR
29659413,61,Japan,Asia-Pacific,JPN
29659478,30,South Korea,Asia-Pacific,KOR
29659529,9,Taiwan,Asia-Pacific,TWN
29659574,807,Mali,Africa,MLI
29659595,680,South Africa,Africa,ZAF
29659631,50,Australia,Asia-Pacific,AUS
29659658,88,Australia,Asia-Pacific,AUS
29659751,575,Brazil,South America,BRA
29659856,229,USA,North America,USA
29659879,2,USA,North America,USA
29659913,183,Japan,Asia-Pacific,JPN
29659924,600,Mali,Africa,MLI
29659952,973,Canada,North America,CAN
29659967,48,Canada,North America,CAN
29660107,72,USA,North America,USA
29660858,350,Bangladesh,Asia-Pacific,BGD
29660936,56,USA,North America,USA
29661196,100,Singapore,Asia-Pacific,SGP
29661241,80,Australia,Asia-Pacific,AUS
29661382,74,China,Asia-Pacific,CHN
29661570,40,Brazil,South America,BRA
29661635,232,Uganda,Africa,UGA
29661838,20,USA,North America,USA
29661873,137,Thailand,Asia-Pacific,THA
29661991,176,USA,North America,USA
29662493,125,UK,Europe,GBR
29663011,892,Spain,Europe,ESP
29663044,302,France,Europe,FRA
29663363,1040,Netherlands,Europe,NLD
29663871,254,Russia,Europe,RUS
29663958,348,Uganda,Africa,UGA
29663959,20,South Africa,Africa,ZAF
29664106,60,Canada,North America,CAN
29664899,4595,Ethiopia,Africa,ETH
29664951,4434,Democratic Republic of Congo,Africa,COD
29664955,31,Canada,North America,CAN
29665013,11,Slovenia,Europe,SVN
29665062,52,Japan,Asia-Pacific,JPN
29665087,305,UK,Europe,GBR
29665351,34,USA,North America,USA
29665829,649,Australia,Asia-Pacific,AUS
29666118,113,USA,North America,USA
29666174,255,Egypt,Africa,EGY
29666683,120,Iran,Middle East,IRN
29666901,58,Australia,Asia-Pacific,AUS
29667507,30,India,Asia-Pacific,IND
29668213,769,USA,North America,USA
29668467,60,Macedonia,Europe,MKD
29668611,40,China,Asia-Pacific,CHN
29668699,29,Sweden,Europe,SWE
29669039,555,Bangladesh,Asia-Pacific,BGD
29669086,60,USA,North America,USA
29669181,189,USA,North America,USA
29669529,416,UK,Europe,GBR
29669567,119,Bangladesh,Asia-Pacific,BGD
29669596,140,Brazil,South America,BRA
29669736,201,USA,North America,USA
29669883,84,Australia,Asia-Pacific,AUS
29669938,25,USA,North America,USA
29669963,171,Japan,Asia-Pacific,JPN
29670343,28,Portugal,Europe,PRT
29670416,66,South Korea,Asia-Pacific,KOR
29671381,180,USA,North America,USA
29671767,12,Japan,Asia-Pacific,JPN
29672144,300,Vietnam,Asia-Pacific,VNM
29672184,31,USA,North America,USA
29672526,36,USA,North America,USA
29672552,464,Netherlands,Europe,NLD
29672567,250,USA,North America,USA
29672578,2220,Uganda,Africa,UGA
29672641,604,Canada,North America,CAN
29672731,352,UK,Europe,GBR
29672821,78,Netherlands,Europe,NLD
29673271,192,Canada,North America,CAN
29673333,200,USA,North America,USA
29673361,28,Netherlands,Europe,NLD
29673362,65,France,Europe,FRA
29673374,83,USA,North America,USA
29674370,154,Australia,Asia-Pacific,AUS
29674605,51,Saudi Arabia,Middle East,SAU
29674706,10000,UK,Europe,GBR
29676944,114,USA,North America,USA
29677164,224,France,Europe,FRA
29677302,285,USA,North America,USA
29677641,198,Japan,Asia-Pacific,JPN
29678155,2438,Australia,Asia-Pacific,AUS
29678170,48,Netherlands,Europe,NLD
29678173,190,Japan,Asia-Pacific,JPN
29678563,40,USA,North America,USA
29678962,121,UK,Europe,GBR
29678969,128,USA,North America,USA
29678970,60,UK,Europe,GBR
29678977,370,USA,North America,USA
29678987,120,Canada,North America,CAN
29678994,168,Australia,Asia-Pacific,AUS
29678995,210,Canada,North America,CAN
29679529,90,Sweden,Europe,SWE
29679914,80,USA,North America,USA
29680218,200,Poland,Europe,POL
29680338,173,UK,Europe,GBR
29680809,620,China,Asia-Pacific,CHN
29680821,118,UK,Europe,GBR
29680962,69,Netherlands,Europe,NLD
29681046,84,Turkey,Middle East,TUR
29681145,3365,Jamaica,North America,JAM
29682919,462,Jamaica,North America,JAM
29682995,68,Mexico,North America,MEX
29683850,253,Uganda,Africa,UGA
29684829,146,UK,Europe,GBR
29684979,26,Italy,Europe,ITA
29685112,190,Netherlands,Europe,NLD
29685141,86,Hong Kong,Asia-Pacific,CHN
29685870,150,Germany,Europe,DEU
29686027,397,Denmark,Europe,DNK
29686285,500,Nepal,Asia-Pacific,NPL
29687674,30,Poland,Europe,POL
29688121,96,New Zealand,Asia-Pacific,NZL
29688123,450,UK,Europe,GBR
29688139,179,Ethiopia,Africa,ETH
29688582,48,Japan,Asia-Pacific,JPN
29688760,73,USA,North America,USA
29688845,540,India,Asia-Pacific,IND
29688915,109,Italy,Europe,ITA
29689045,526,Zambia,Africa,ZMB
29689057,141,Colombia,South America,COL
29689081,288,Norway,Europe,NOR
29690626,15,Japan,Asia-Pacific,JPN
29690786,50,UK,Europe,GBR
29691148,30,USA,North America,USA
29691197,46,USA,North America,USA
29691233,17,USA,North America,USA
29691288,295,China,Asia-Pacific,CHN
29692005,220,USA,North America,USA
29692183,4,Taiwan,Asia-Pacific,TWN
29692290,222,Canada,North America,CAN
29692602,24,South Korea,Asia-Pacific,KOR
29693366,15422,USA,North America,USA
29693495,81,USA,North America,USA
29693605,181,USA,North America,USA
29694504,15,Brazil,South America,BRA
29694815,202,Australia,Asia-Pacific,AUS
29695226,196,USA,North America,USA
29695250,175,UK,Europe,GBR
29695370,162,USA,North America,USA
29695706,110,Thailand,Asia-Pacific,THA
29695902,66,Japan,Asia-Pacific,JPN
29696296,32,Sweden,Europe,SWE
29696311,513,USA,North America,USA
29696403,302,USA,North America,USA
29696507,110,Ghana,Africa,GHA
29696707,348,Ethiopia,Africa,ETH
29696812,74,Sweden,Europe,SWE
29697354,60,Iran,Middle East,IRN
29697455,224,Japan,Asia-Pacific,JPN
29697595,230,USA,North America,USA
29697830,432,USA,North America,USA
29697876,419,Japan,Asia-Pacific,JPN
29698021,264,UK,Europe,GBR
29698111,19,New Zealand,Asia-Pacific,NZL
29698416,72,South Korea,Asia-Pacific,KOR
29699403,225,Spain,Europe,ESP
29699816,524,USA,North America,USA
29699885,746,USA,North America,USA
29699964,349,Australia,Asia-Pacific,AUS
29699968,120,UK,Europe,GBR
29700104,21,Switzerland,Europe,CHE
29700813,267,UK,Europe,GBR
29701167,352,UK,Europe,GBR
29701615,60,USA,North America,USA
29702672,305,USA,North America,USA
29702684,84,Brazil,South America,BRA
29702716,164,Brazil,South America,BRA
29703004,54,Nigeria,Africa,NGA
29703007,282,China,Asia-Pacific,CHN
29703024,72,China,Asia-Pacific,CHN
29703187,350,Australia,Asia-Pacific,AUS
29703335,87,UK,Europe,GBR
29703518,750,Portugal,Europe,PRT
29703577,675,USA,North America,USA
29703606,270,USA,North America,USA
29703724,222,USA,North America,USA
29703749,162,USA,North America,USA
29704183,666,USA,North America,USA
29704437,116,Australia,Asia-Pacific,AUS
29704965,44,USA,North America,USA
29705931,740,Tanzania,Africa,TZA
29705935,89,USA,North America,USA
29706760,10,Australia,Asia-Pacific,AUS
29708281,36,UK,Europe,GBR
29708471,202,USA,North America,USA
29708589,16,USA,North America,USA
29708650,737,Japan,Asia-Pacific,JPN
29709498,79,Canada,North America,CAN
29710042,32,Japan,Asia-Pacific,JPN
29710075,110,USA,North America,USA
29710099,120,Belgium,Europe,BEL
29710111,168,France,Europe,FRA
29710125,986,Norway,Europe,NOR
29710132,86,Netherlands,Europe,NLD
29710136,120,USA,North America,USA
29710164,500,China,Asia-Pacific,CHN
29710165,200,USA,North America,USA
29710208,42,USA,North America,USA
29710212,9,USA,North America,USA
29710284,992,USA,North America,USA
29710289,412,USA,North America,USA
29710295,513,Israel,Middle East,ISR
29710322,30,USA,North America,USA
29710797,13100,China,Asia-Pacific,CHN
29710825,59,Germany,Europe,DEU
29710870,8,Australia,Asia-Pacific,AUS
29712564,572,Australia,Asia-Pacific,AUS
29712566,200,Australia,Asia-Pacific,AUS
29712666,62,USA,North America,USA
29712745,9361,USA,North America,USA
29712896,569,Japan,Asia-Pacific,JPN
29713086,376,UK,Europe,GBR
29713147,126,Italy,Europe,ITA
29713151,464,Iran,Middle East,IRN
29713153,200,Denmark,Europe,DNK
29713463,604,Gambia,Africa,GMB
29713909,16,Germany,Europe,DEU
29714073,59,USA,North America,USA
29715296,40,Japan,Asia-Pacific,JPN
29715303,757,Ghana,Africa,GHA
29715354,173,France,Europe,FRA
29715355,914,France,Europe,FRA
29716553,68,Sri Lanka,Asia-Pacific,LKA
29716555,60,China,Asia-Pacific,CHN
29716576,160,USA,North America,USA
29716611,45,Germany,Europe,DEU
29716660,140,Netherlands,Europe,NLD
29716897,29,USA,North America,USA
29717337,54,Finland,Europe,FIN
29717574,240,Cote d'Ivoire,Africa,CIV
29717699,404,UK,Europe,GBR
29718092,668,USA,North America,USA
29718188,73,USA,North America,USA
29718354,120,India,Asia-Pacific,IND
29718393,13073,Costa Rica,North America,CRI
29718421,207,Canada,North America,CAN
29718460,839,USA,North America,USA
29718715,300,USA,North America,USA
29718901,360,Saudi Arabia,Middle East,SAU
29718920,226,Brazil,South America,BRA
29719884,209,USA,North America,USA
29720027,24,Japan,Asia-Pacific,JPN
29720084,90,Ireland,Europe,IRL
29720113,185,Australia,Asia-Pacific,AUS
29720146,279,Cameroon,Africa,CMR
29720161,15,India,Asia-Pacific,IND
29720202,40,UK,Europe,GBR
29720209,44,UK,Europe,GBR
29720370,854,Finland,Europe,FIN
29720374,204,Australia,Asia-Pacific,AUS
29720489,6000,USA,North America,USA
29720719,20,China,Asia-Pacific,CHN
29722481,97,USA,North America,USA
29722833,403,Australia,Asia-Pacific,AUS
29722834,20,Switzerland,Europe,CHE
29722841,64,USA,North America,USA
29723001,238,UK,Europe,GBR
29723235,40,Japan,Asia-Pacific,JPN
29723341,133,Brazil,South America,BRA
29723512,461,USA,North America,USA
29723928,473,Spain,Europe,ESP
29724165,606,Norway,Europe,NOR
29724172,240,USA,North America,USA
29724177,92,USA,North America,USA
29724196,80,UK,Europe,GBR
29724222,935,Afghanistan,Asia-Pacific,AFG
29724638,357,Russia,Europe,RUS
29724749,483,UK,Europe,GBR
29725191,337,USA,North America,USA
29725348,20,USA,North America,USA
29725790,116,USA,North America,USA
29725878,20,USA,North America,USA
29725983,190,USA,North America,USA
29725986,162,Norway,Europe,NOR
29726013,200,China,Asia-Pacific,CHN
29726361,124,USA,North America,USA
29727016,12,Denmark,Europe,DNK
29727039,270,UK,Europe,GBR
29727048,101,Italy,Europe,ITA
29727366,33,USA,North America,USA
29727369,20,USA,North America,USA
29727794,80,UK,Europe,GBR
29728074,338,New Zealand,Asia-Pacific,NZL
29728142,268,Tanzania,Africa,TZA
29728148,168,USA,North America,USA
29728195,375,USA,North America,USA
29729278,36,USA,North America,USA
29729672,306,UK,Europe,GBR
29729860,118,France,Europe,FRA
29730393,230,USA,North America,USA
29730455,576,USA,North America,USA
29730623,20,UK,Europe,GBR
29730633,1200,UK,Europe,GBR
29731121,402,USA,North America,USA
29731412,108,UK,Europe,GBR
29731620,308,USA,North America,USA
29732223,88,Japan,Asia-Pacific,JPN
29732651,144,Austria,Europe,AUT
29733008,42,USA,North America,USA
29733038,183,Sweden,Europe,SWE
29733102,493,Sweden,Europe,SWE
29733403,195,Burkina Faso,Africa,BFA
29733435,36,Japan,Asia-Pacific,JPN
29734096,2231,Japan,Asia-Pacific,JPN
29734139,83,Netherlands,Europe,NLD
29734347,37,USA,North America,USA
29734777,120,Japan,Asia-Pacific,JPN
29735237,147,USA,North America,USA
29735587,130,Japan,Asia-Pacific,JPN
29735967,80,China,Asia-Pacific,CHN
29735974,62,China,Asia-Pacific,CHN
29736633,22,Iran,Middle East,IRN
