ISO3,Authors,DALYs,Participants,PBR,Participant_Share,DALY_Share,A_global_share,P_burden_global_share,P_participant_global_share,A_norm,P_burden_norm,P_participant_norm,Limiting_Factor,Residual,Impact_Scores,Disease,CIS_Country,x,y,Status,Visual_Factor
CZE,11,4783172.961,445.6717133,0.115239593,0.000253885,0.002203107,0.00155587,0.002025802,0.000253856,0.405646877,0.528167807,0.066185315,Research_Investment,-1.306432958,"{'Research_Investment': 0.12535554577217886, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neurological disorders,-0.026705702,0.269008754,0.351300501,Under,Research_Investment
DEU,311,57783755.62,55413.64261,1.186079131,0.031567404,0.026614923,0.043988685,0.024472974,0.031563736,0.439775168,0.244667604,0.315557229,As_Expected,0.239705867,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neurological disorders,-0.221068134,0.535444813,0.380856467,As_Expected,Unknown
DNK,110,2892580.826,20963.09068,8.963395101,0.011942012,0.001332309,0.015558699,0.001225086,0.011940624,0.54165428,0.042649642,0.415696078,Over_Performing,2.361914103,"{'Research_Investment': 0.026651537973892133, 'Health_Infrastructure': 0.010544675601538612, 'Governance': 0.0}",Neurological disorders,0.043762488,0.686523218,0.469086367,Over_Performing,Research_Investment
DZA,1,11137241.77,27,0.002998395,1.54E-05,0.005129761,0.000141443,0.004716921,1.54E-05,0.029021372,0.967823094,0.003155534,Research_Investment,-2.402736438,"{'Research_Investment': 1.0840222134322497, 'Health_Infrastructure': 0.1750902686756044, 'Governance': 0.4218461265370948}",Neurological disorders,0.054366751,0.01766622,0.025133246,Under,Research_Investment
EGY,51,23296865.99,3703,0.196588877,0.002109482,0.010730426,0.007213579,0.009866849,0.002109237,0.375909567,0.514175162,0.109915271,Multiple_Factors,-1.460450442,"{'Research_Investment': 0.5075229162595952, 'Health_Infrastructure': 0.26408366184667526, 'Governance': 0.4529693112893067}",Neurological disorders,-0.062773671,0.297870054,0.325547234,Under,Multiple_Factors
ESP,148,26372346.51,35242.06896,1.652781161,0.020076295,0.012146977,0.020933522,0.011169398,0.020073962,0.401203008,0.214067939,0.384729052,Health_Infrastructure,0.336382729,"{'Research_Investment': 0.0019674104897248463, 'Health_Infrastructure': 0.013065173507623273, 'Governance': 0.0}",Neurological disorders,-0.242295697,0.585330556,0.347451997,Over_Performing,Health_Infrastructure
ETH,4,18970630.11,464,0.030250946,0.000264326,0.008737782,0.000565771,0.008034572,0.000264295,0.063823346,0.906362075,0.029814579,Research_Investment,-1.698636271,"{'Research_Investment': 0.9901552881854029, 'Health_Infrastructure': 0.3499380073080078, 'Governance': 0.42048780917599254}",Neurological disorders,0.030610866,0.061726252,0.055272639,Under,Research_Investment
FIN,65,3310914.595,10940.6645,4.086941797,0.006232551,0.001524991,0.009193777,0.001402261,0.006231827,0.546342418,0.083329722,0.37032786,Over_Performing,1.216834583,"{'Research_Investment': 0.044259421307482026, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neurological disorders,-0.259049893,0.643499069,0.473146414,Over_Performing,Research_Investment
FRA,134,36277459.34,26958.8191,0.919108391,0.015357589,0.016709225,0.018953324,0.015364479,0.015355804,0.381557228,0.309308703,0.30913407,As_Expected,-0.14424304,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neurological disorders,-0.201721636,0.499912683,0.330438252,As_Expected,Unknown
GBR,687,35855785.51,212939.3672,7.345129351,0.121304841,0.016515004,0.097171146,0.015185889,0.121290746,0.415887305,0.064994792,0.519117903,Over_Performing,2.212183915,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0017707685294917378, 'Governance': 0.0}",Neurological disorders,-0.095346787,0.727061555,0.360168972,Over_Performing,Health_Infrastructure
GEO,2,1666341.595,10.61824892,0.006048881,6.05E-06,0.000767509,0.000282885,0.00070574,6.05E-06,0.284400129,0.709519308,0.006080563,Research_Investment,-2.612188687,"{'Research_Investment': 0.8087368485789733, 'Health_Infrastructure': 0.0, 'Governance': 0.2535919455901281}",Neurological disorders,0.051342786,0.148280628,0.246297737,Under,Research_Investment
GHA,3,7124159.122,348,0.060415499,0.000198245,0.003281354,0.000424328,0.003017273,0.000198222,0.116579348,0.828961517,0.054459134,Over_Performing,0.785339111,"{'Research_Investment': 0.7946360414286714, 'Health_Infrastructure': 0.34212699686597936, 'Governance': 0.15549780920791975}",Neurological disorders,0.007203452,0.112748809,0.100960677,Over_Performing,Research_Investment
GNB,3,449122.0982,769,0.438075045,0.000438075,0.000206863,0.000424328,0.000190215,0.000438024,0.403136255,0.180715505,0.41614824,Over_Performing,3.151351662,"{'Research_Investment': 1.1612553753100123, 'Health_Infrastructure': 0.3366392731573026, 'Governance': 0.5774029930215842}",Neurological disorders,-0.131429874,0.617716368,0.349126238,Over_Performing,Research_Investment
GRC,11,6186996.826,707.3584541,0.141404225,0.00040296,0.002849701,0.00155587,0.002620359,0.000402913,0.339773209,0.572238047,0.087988744,Research_Investment,-1.200524761,"{'Research_Investment': 0.07483808489316356, 'Health_Infrastructure': 0.0, 'Governance': 0.01700849565206258}",Neurological disorders,-0.039564816,0.257875348,0.294252231,Under,Research_Investment
HND,1,2520516.991,30,0.0147209,1.71E-05,0.001160938,0.000141443,0.001067507,1.71E-05,0.115365736,0.870696625,0.013937639,Over_Performing,0.886130014,"{'Research_Investment': 1.2429512640898777, 'Health_Infrastructure': 0.2998704744576795, 'Governance': 0.22223253173163762}",Neurological disorders,0.04340847,0.071620507,0.099909658,Over_Performing,Research_Investment
HRV,5,2027295.542,179.6758149,0.102355645,0.000102356,0.000933763,0.000707214,0.000858614,0.000102344,0.423945372,0.51470377,0.061350858,Research_Investment,-1.414098533,"{'Research_Investment': 0.2239589685477973, 'Health_Infrastructure': 0.0, 'Governance': 0.11173636726980031}",Neurological disorders,-0.019645311,0.273323544,0.367147462,Under,Research_Investment
HUN,7,4566823.312,1200.584568,0.325148143,0.000683935,0.002103457,0.000990099,0.001934172,0.000683856,0.274408018,0.536059943,0.189532039,Research_Investment,-0.456739816,"{'Research_Investment': 0.18201498132495467, 'Health_Infrastructure': 0.0, 'Governance': 0.0995115110198801}",Neurological disorders,-0.104868232,0.326736048,0.237644315,Under,Research_Investment
IDN,7,66467814.85,5269,0.098043663,0.003001583,0.030614759,0.000990099,0.028150906,0.003001234,0.030803672,0.875822798,0.093373529,Research_Investment,-2.509333758,"{'Research_Investment': 0.8020971357272929, 'Health_Infrastructure': 0.37980270876531286, 'Governance': 0.12396122351972036}",Neurological disorders,-0.017163453,0.108775365,0.026676763,Under,Research_Investment
IND,80,332748537.3,33066.48924,0.122906447,0.018836936,0.153262392,0.011315417,0.140927949,0.018834747,0.066141817,0.823763754,0.110094429,Research_Investment,-2.334658194,"{'Research_Investment': 0.7359894340086037, 'Health_Infrastructure': 0.3399725017445551, 'Governance': 0.04813168040427426}",Neurological disorders,-0.03061318,0.143165337,0.057280494,Under,Research_Investment
IRL,25,2165184.502,4696.765585,2.675599211,0.002675599,0.000997274,0.003536068,0.000917014,0.002675288,0.496055603,0.128642849,0.375301548,Over_Performing,0.973088126,"{'Research_Investment': 0.0295251371793018, 'Health_Infrastructure': 0.01720753470602585, 'Governance': 0.0}",Neurological disorders,-0.269707157,0.62332935,0.429596754,Over_Performing,Research_Investment
IRN,126,25190569.8,11109,0.54543086,0.006328447,0.011602656,0.017821782,0.010668883,0.006327712,0.511849881,0.306415297,0.181734822,Governance,-0.525324717,"{'Research_Investment': 0.35450935254158833, 'Health_Infrastructure': 0.20374719702020128, 'Governance': 0.5660639959202092}",Neurological disorders,-0.152557011,0.437659762,0.443275,Under,Governance
ISL,5,161697.369,1569,0.893809812,0.00089381,7.45E-05,0.000707214,6.85E-05,0.000893706,0.4236327,0.041022565,0.535344735,Over_Performing,4.702208867,"{'Research_Investment': 0.37209478987677463, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neurological disorders,-0.199600612,0.747161085,0.36687668,Over_Performing,Research_Investment
ISR,24,3309895.101,1763.152813,0.658837719,0.001004413,0.001524522,0.003394625,0.00140183,0.001004296,0.585204475,0.241663475,0.17313205,Research_Investment,-0.566423614,"{'Research_Investment': 0.03227539542416082, 'Health_Infrastructure': 0.006622107025372413, 'Governance': 0.014291860929858019}",Neurological disorders,-0.170366915,0.465734287,0.506801942,Under,Research_Investment
ITA,199,41072917.61,27800.90217,0.837155367,0.015837297,0.01891799,0.0281471,0.017395485,0.015835457,0.458585833,0.283415437,0.25799873,As_Expected,-0.171309741,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0059647849335360435}",Neurological disorders,-0.193930913,0.487291646,0.397146981,As_Expected,Governance
JOR,3,2184373.648,262,0.148346428,0.000149253,0.001006112,0.000424328,0.000925141,0.000149236,0.283129888,0.617293608,0.099576504,Over_Performing,0.622795471,"{'Research_Investment': 0.528595164122308, 'Health_Infrastructure': 0.05915187936040211, 'Governance': 0.4155860552207108}",Neurological disorders,-0.042765659,0.241141448,0.245197675,Over_Performing,Research_Investment
JPN,240,76581493.9,53267.57943,0.860284026,0.03034486,0.035273071,0.033946252,0.032434321,0.030341334,0.350967562,0.335335831,0.313696606,As_Expected,-0.291388103,"{'Research_Investment': 0.05203454395844093, 'Health_Infrastructure': 0.05265294575591878, 'Governance': 0.0}",Neurological disorders,-0.196403236,0.489180387,0.303946825,As_Expected,Health_Infrastructure
KEN,2,9618716.866,911,0.117139662,0.000518968,0.004430335,0.000282885,0.004073785,0.000518908,0.058020899,0.835549127,0.106429974,As_Expected,-0.028950882,"{'Research_Investment': 0.8200985297952337, 'Health_Infrastructure': 0.3347266975556787, 'Governance': 0.2817622665138569}",Neurological disorders,-0.027690462,0.135440424,0.050247573,As_Expected,Research_Investment
KHM,1,3770525.92,45,0.014760916,2.56E-05,0.001736686,0.000141443,0.001596919,2.56E-05,0.080183223,0.905286056,0.01453072,Research_Investment,-1.325546625,"{'Research_Investment': 1.1542323117368258, 'Health_Infrastructure': 0.3319647805631056, 'Governance': 0.3844628704684989}",Neurological disorders,0.043373534,0.054622332,0.069440708,Under,Research_Investment
KOR,169,7119083.81,15888.7255,2.760372467,0.009051306,0.003279016,0.023903819,0.003015123,0.009050254,0.66456361,0.083825152,0.251611238,Over_Performing,0.987829892,"{'Research_Investment': 0.004353410215538174, 'Health_Infrastructure': 0.08714056715002198, 'Governance': 0.0}",Neurological disorders,-0.270216842,0.583893043,0.575528969,Over_Performing,Health_Infrastructure
LBN,4,1695616.397,1258,0.716642921,0.000716643,0.000780993,0.000565771,0.000718139,0.00071656,0.282819022,0.358985264,0.358195715,Over_Performing,1.14571073,"{'Research_Investment': 0.3587216132346082, 'Health_Infrastructure': 0.03697958598039605, 'Governance': 0.314716226839728}",Neurological disorders,-0.17852889,0.499605225,0.244928457,Over_Performing,Research_Investment
LKA,4,6874378.904,431,0.077543703,0.000245527,0.003166306,0.000565771,0.002911484,0.000245499,0.151976444,0.782078131,0.065945426,Research_Investment,-0.955244697,"{'Research_Investment': 0.8661081323032706, 'Health_Infrastructure': 0.25537176922771476, 'Governance': 0.1582144439301242}",Neurological disorders,-0.00464096,0.141933648,0.131615461,Under,Research_Investment
LSO,1,463930.3436,371,0.211346998,0.000211347,0.000213684,0.000141443,0.000196487,0.000211322,0.257518741,0.357735474,0.384745785,Over_Performing,2.692891767,"{'Research_Investment': 1.2252082962140718, 'Health_Infrastructure': 0.33098357321048094, 'Governance': 0.14333201023456932}",Neurological disorders,-0.068397212,0.513505155,0.223017772,Over_Performing,Research_Investment
LTU,3,1455068.984,102.9431802,0.058643483,5.86E-05,0.000670198,0.000424328,0.000616261,5.86E-05,0.386024609,0.560631777,0.053343614,Research_Investment,-0.608858805,"{'Research_Investment': 0.3343221952114252, 'Health_Infrastructure': 0.0, 'Governance': 0.04576938934148798}",Neurological disorders,0.008507515,0.246355919,0.334307118,Under,Research_Investment
LVA,3,1030096.131,154.5457284,0.088039827,8.80E-05,0.000474457,0.000424328,0.000436273,8.80E-05,0.447305732,0.459897824,0.092796444,As_Expected,-0.017227267,"{'Research_Investment': 0.5136560008657262, 'Health_Infrastructure': 0.0, 'Governance': 0.05456892355036762}",Neurological disorders,-0.011291374,0.31644931,0.387378127,As_Expected,Research_Investment
MDA,1,1485423.454,7.785710292,0.004435274,4.44E-06,0.000684179,0.000141443,0.000629117,4.43E-06,0.182508089,0.8117696,0.005722311,Research_Investment,-1.957803463,"{'Research_Investment': 1.0396026651767916, 'Health_Infrastructure': 0.0, 'Governance': 0.1676045509047004}",Neurological disorders,0.052931091,0.096976356,0.158056641,Under,Research_Investment
MEX,9,36654133.84,1050.061806,0.035431915,0.000598187,0.01688272,0.001272984,0.015524011,0.000598118,0.07318058,0.892435189,0.034384231,Research_Investment,-2.413010565,"{'Research_Investment': 0.6261775736940793, 'Health_Infrastructure': 0.14984636971723642, 'Governance': 0.15602932469704667}",Neurological disorders,0.026457492,0.070974521,0.063376241,Under,Research_Investment
MKD,3,752396.1306,270,0.153810484,0.00015381,0.00034655,0.000424328,0.00031866,0.000153793,0.47316822,0.355337675,0.171494106,Over_Performing,1.052004025,"{'Research_Investment': 0.6269930334436434, 'Health_Infrastructure': 0.0, 'Governance': 0.1822507554939766}",Neurological disorders,-0.045198728,0.408078215,0.409775699,Over_Performing,Research_Investment
MOZ,1,5821030.148,402,0.085413975,0.000229007,0.002681139,0.000141443,0.002465363,0.00022898,0.04987779,0.869375586,0.080746624,Over_Performing,1.388375124,"{'Research_Investment': 1.251690940861544, 'Health_Infrastructure': 0.34877509489008224, 'Governance': 0.3593044706498229}",Neurological disorders,-0.00969346,0.105685519,0.043195433,Over_Performing,Research_Investment
MWI,1,3821243.48,44,0.014241335,2.51E-05,0.001760047,0.000141443,0.001618399,2.51E-05,0.079243855,0.906714778,0.014041367,Research_Investment,-1.097987364,"{'Research_Investment': 0.9136910455118891, 'Health_Infrastructure': 0.35440276034111456, 'Governance': 0.2190434387968759}",Neurological disorders,0.043832656,0.053663294,0.068627191,Under,Research_Investment
MYS,19,7819969.213,1172.94025,0.18551267,0.000668187,0.003601841,0.002687412,0.003311967,0.000668109,0.403062073,0.496733861,0.100204066,Research_Investment,-1.142359012,"{'Research_Investment': 0.36641261705952416, 'Health_Infrastructure': 0.17485565900625677, 'Governance': 0.11510263203427101}",Neurological disorders,-0.058426786,0.301735102,0.349061994,Under,Research_Investment
NGA,7,46105188.3,678,0.018187903,0.000386235,0.02123583,0.000990099,0.019526786,0.00038619,0.047366188,0.934158525,0.018475288,Research_Investment,-2.29179513,"{'Research_Investment': 0.871290552318595, 'Health_Infrastructure': 0.3104093682451293, 'Governance': 0.3819824648525731}",Neurological disorders,0.040455059,0.042158381,0.041020322,Under,Research_Investment
NLD,333,9400186.829,71388.95894,9.392847989,0.040668038,0.004329681,0.047100424,0.003981232,0.040663313,0.513384276,0.043394552,0.443221173,Over_Performing,2.420098261,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neurological disorders,0.087102795,0.699913311,0.444603825,Over_Performing,Unknown
NOR,79,2782680.195,16636.17425,7.394228958,0.009477104,0.001281689,0.011173975,0.00117854,0.009476003,0.511898018,0.053990835,0.434111147,Over_Performing,2.033733877,"{'Research_Investment': 0.011771705573343639, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neurological disorders,-0.091786428,0.690060156,0.443316688,Over_Performing,Research_Investment
NPL,4,7844909.606,2185.606071,0.344577309,0.001245071,0.003613328,0.000565771,0.00332253,0.001244926,0.110217384,0.647259512,0.242523104,Research_Investment,-0.707047215,"{'Research_Investment': 0.8217942078307935, 'Health_Infrastructure': 0.264295506879157, 'Governance': 0.32505125023941905}",Neurological disorders,-0.109827279,0.297631796,0.095451055,Under,Research_Investment
NZL,12,2035626.52,910.8002593,0.51885418,0.000518854,0.0009376,0.001697313,0.000862143,0.000518794,0.55138898,0.280075633,0.168535387,Research_Investment,-0.541325685,"{'Research_Investment': 0.06936337486851037, 'Health_Infrastructure': 0.02207109213728888, 'Governance': 0.0}",Neurological disorders,-0.147654354,0.444229877,0.477516864,Under,Research_Investment
OMN,1,817646.8891,60,0.034180108,3.42E-05,0.000376604,0.000141443,0.000346295,3.42E-05,0.271007558,0.663510165,0.065482277,Over_Performing,0.734324709,"{'Research_Investment': 0.4999674577246121, 'Health_Infrastructure': 0.10162460519999154, 'Governance': 0.4797222575753635}",Neurological disorders,0.02745015,0.200986056,0.23469943,Over_Performing,Research_Investment
PAK,18,49839625.35,3389,0.084100684,0.001930606,0.022955894,0.002545969,0.021108421,0.001930382,0.099511104,0.825038465,0.075450431,Research_Investment,-1.961498407,"{'Research_Investment': 0.885754224350885, 'Health_Infrastructure': 0.2503849746577912, 'Governance': 0.36438339643481377}",Neurological disorders,-0.008877434,0.125205983,0.086179144,Under,Research_Investment
PER,5,7703025.262,395.25949,0.063463455,0.000225167,0.003547977,0.000707214,0.003262438,0.000225141,0.16859322,0.777735305,0.053671475,Research_Investment,-1.384031068,"{'Research_Investment': 0.8029717551415954, 'Health_Infrastructure': 0.16629337022439403, 'Governance': 0.1497692533806625}",Neurological disorders,0.00499531,0.137968085,0.146006012,Under,Research_Investment
PHL,2,25001423.74,350,0.017314344,0.000199384,0.011515537,0.000282885,0.010588775,0.000199361,0.025551883,0.956440674,0.018007444,Research_Investment,-0.813107709,"{'Research_Investment': 1.0407000979084413, 'Health_Infrastructure': 0.23812898111328182, 'Governance': 0.12945355024069882}",Neurological disorders,0.041187664,0.030783385,0.022128579,Under,Research_Investment
POL,45,17462810.67,4514.673215,0.319753204,0.002571867,0.008043287,0.006364922,0.00739597,0.002571568,0.389709953,0.452838684,0.157451363,Research_Investment,-0.92085173,"{'Research_Investment': 0.17538192367891606, 'Health_Infrastructure': 0.01859838810078275, 'Governance': 0.08061318251758845}",Neurological disorders,-0.103429442,0.35230634,0.33749872,Under,Research_Investment
PRI,4,1573991.507,80.30644878,0.045748051,4.57E-05,0.000724973,0.000565771,0.000666628,4.57E-05,0.442651263,0.521560257,0.03578848,Research_Investment,-1.281296392,"{'Research_Investment': 0.3266507367311282, 'Health_Infrastructure': 0.03908104456170171, 'Governance': 0.04813168040427435}",Neurological disorders,0.018394566,0.257114112,0.383347239,Under,Research_Investment
PRT,14,5982034.485,2610.944809,0.539823156,0.001487373,0.002755297,0.001980198,0.002533552,0.0014872,0.32998073,0.42219185,0.24782742,Research_Investment,-0.708356204,"{'Research_Investment': 0.05158304877911248, 'Health_Infrastructure': 0.0033027678402553244, 'Governance': 0.0}",Neurological disorders,-0.151573404,0.412817785,0.285771695,Under,Research_Investment
PSE,1,1095263.328,538,0.306481631,0.000306482,0.000504473,0.000141443,0.000463873,0.000306446,0.155131148,0.50876584,0.336103012,Over_Performing,2.423628469,"{'Research_Investment': 0.7195976336892921, 'Health_Infrastructure': 0.03908104456170171, 'Governance': 0.3329058680231841}",Neurological disorders,-0.099701346,0.413668586,0.134347515,Over_Performing,Research_Investment
QAT,1,461801.1728,10.78704152,0.006145037,6.15E-06,0.000212703,0.000141443,0.000195585,6.14E-06,0.412162454,0.569933058,0.017904488,Governance,-0.886337634,"{'Research_Investment': 0.13778312990572195, 'Health_Infrastructure': 0.0, 'Governance': 0.4634815065187065}",Neurological disorders,0.05125002,0.223985715,0.356943156,Under,Governance
ROU,13,8772906.114,903.0004889,0.12730552,0.000514411,0.004040759,0.001838755,0.003715562,0.000514351,0.302991582,0.612253225,0.084755193,Research_Investment,-1.552031989,"{'Research_Investment': 0.44220771771277345, 'Health_Infrastructure': 0.006069861468384797, 'Governance': 0.1295126075172687}",Neurological disorders,-0.032792368,0.236250984,0.262398407,Under,Research_Investment
RUS,10,62073109.17,3350.092316,0.066750728,0.001908442,0.028590578,0.001414427,0.02628963,0.00190822,0.047764889,0.887794941,0.064440169,Multiple_Factors,-1.740544195,"{'Research_Investment': 0.4925996628981582, 'Health_Infrastructure': 0.0, 'Governance': 0.44901247375913933}",Neurological disorders,0.002682793,0.088322614,0.041365608,Under,Multiple_Factors
RWA,1,2652847.482,356,0.165974147,0.000202802,0.001221889,0.000141443,0.001123552,0.000202778,0.096365503,0.765480736,0.138153761,Over_Performing,1.355033179,"{'Research_Investment': 1.019001700763856, 'Health_Infrastructure': 0.3429293833606889, 'Governance': 0.4575757788617403}",Neurological disorders,-0.050389019,0.186336513,0.083454974,Over_Performing,Research_Investment
SAU,16,8456158.117,1037.510482,0.151747704,0.000591037,0.003894866,0.002263083,0.00358141,0.000590968,0.351658272,0.556511752,0.091829976,Governance,-1.23940172,"{'Research_Investment': 0.23490539321650217, 'Health_Infrastructure': 0.033322886061215445, 'Governance': 0.5932303431422535}",Neurological disorders,-0.044294935,0.267659112,0.304544997,Under,Governance
SEN,1,3580026.919,53.49984082,0.01848285,3.05E-05,0.001648943,0.000141443,0.001516238,3.05E-05,0.083785436,0.898163112,0.018051452,Research_Investment,-1.157336657,"{'Research_Investment': 1.0252813321060918, 'Health_Infrastructure': 0.3467238465973525, 'Governance': 0.2045744060373088}",Neurological disorders,0.040211088,0.05994417,0.072560316,Under,Research_Investment
SGP,9,1277043.28,703.7964817,0.400930657,0.000400931,0.0005882,0.001272984,0.000540862,0.000400884,0.5747807,0.244211254,0.181008046,As_Expected,0.055520766,"{'Research_Investment': 0.03573692246866407, 'Health_Infrastructure': 0.09198814228343963, 'Governance': 0.1760497414541621}",Neurological disorders,-0.123218689,0.468398396,0.497774688,As_Expected,Governance
SRB,4,3900353.718,181.2384401,0.057471039,0.000103246,0.001796484,0.000565771,0.001651905,0.000103234,0.243771206,0.711748889,0.044479905,Research_Investment,-1.994267581,"{'Research_Investment': 0.3543941699042787, 'Health_Infrastructure': 0.0, 'Governance': 0.14049726095922555}",Neurological disorders,0.009383784,0.166365508,0.211112057,Under,Research_Investment
SVK,3,2280317.173,118.0328402,0.064019213,6.72E-05,0.001050303,0.000424328,0.000965776,6.72E-05,0.291167091,0.662699557,0.046133352,As_Expected,-0.119030711,"{'Research_Investment': 0.36078746518462373, 'Health_Infrastructure': 0.0, 'Governance': 0.06165579673872702}",Neurological disorders,0.004599053,0.191716897,0.252158098,As_Expected,Research_Investment
SVN,3,992128.3468,124.8487577,0.071122399,7.11E-05,0.00045697,0.000424328,0.000420193,7.11E-05,0.463424844,0.458908715,0.077666441,As_Expected,-0.176281363,"{'Research_Investment': 0.15231318138971206, 'Health_Infrastructure': 0.0, 'Governance': 0.015354891908112036}",Neurological disorders,-0.000334082,0.309378863,0.401337688,As_Expected,Research_Investment
SWE,108,5764360.646,21928.69278,4.705050934,0.012492085,0.002655037,0.015275813,0.002441362,0.012490633,0.505690889,0.080818895,0.413490216,Over_Performing,1.695953944,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.028140938630430042, 'Governance': 0.0}",Neurological disorders,-0.240699124,0.66633566,0.437941157,Over_Performing,Health_Infrastructure
SYR,1,4613598.314,60,0.016084746,3.42E-05,0.002125001,0.000141443,0.001953983,3.42E-05,0.066417449,0.917534416,0.016048135,Research_Investment,-0.621371763,"{'Research_Investment': 1.149398617999056, 'Health_Infrastructure': 0.16618032371591038, 'Governance': 0.6202195185345891}",Neurological disorders,0.042232959,0.04925686,0.057519198,Under,Research_Investment
THA,52,24861964.81,5898.267347,0.293421367,0.003360057,0.011451303,0.007355021,0.01052971,0.003359666,0.346209915,0.495646444,0.15814364,Research_Investment,-1.002826157,"{'Research_Investment': 0.5642573776783305, 'Health_Infrastructure': 0.30527935217702307, 'Governance': 0.19223143523424954}",Neurological disorders,-0.095768676,0.331248598,0.299826582,Under,Research_Investment
TUN,11,3643132.273,650.3035911,0.220771975,0.000370457,0.001678009,0.00155587,0.001542964,0.000370414,0.448474585,0.444754633,0.106770782,Research_Investment,-0.317762357,"{'Research_Investment': 0.5447212424834958, 'Health_Infrastructure': 0.20880898098215384, 'Governance': 0.23811893912887674}",Neurological disorders,-0.071836442,0.331008075,0.388390384,Under,Research_Investment
TUR,74,28896901.07,5992.813105,0.256496943,0.003413917,0.013309775,0.010466761,0.012238614,0.00341352,0.400735211,0.4685732,0.130691589,Multiple_Factors,-1.014223646,"{'Research_Investment': 0.26137458508659167, 'Health_Infrastructure': 0.15660835041399795, 'Governance': 0.28731365051140495}",Neurological disorders,-0.08391693,0.331059195,0.347046873,Under,Multiple_Factors
TWN,70,8192607.876,8613.271161,1.300315327,0.004906709,0.003773476,0.00990099,0.00346979,0.004906139,0.541720975,0.18984544,0.268433585,Health_Infrastructure,0.355155018,"{'Research_Investment': 0.021934727138954835, 'Health_Infrastructure': 0.03908104456170161, 'Governance': 0.0}",Neurological disorders,-0.228049345,0.539294073,0.469144126,Over_Performing,Health_Infrastructure
TZA,5,11909348.88,1319,0.13698074,0.000751393,0.005485389,0.000707214,0.005043929,0.000751305,0.108761123,0.775696953,0.115541924,Research_Investment,-1.04173653,"{'Research_Investment': 0.999119750395649, 'Health_Infrastructure': 0.35013736372250925, 'Governance': 0.24148520389334743}",Neurological disorders,-0.037474651,0.169922485,0.094189895,Under,Research_Investment
UGA,14,7293138.576,2691,0.456354106,0.001532978,0.003359185,0.001980198,0.00308884,0.0015328,0.299946476,0.467875801,0.232177723,As_Expected,-0.047037787,"{'Research_Investment': 0.8804762931030633, 'Health_Infrastructure': 0.3404997270589517, 'Governance': 0.2869593068519871}",Neurological disorders,-0.135262064,0.382150961,0.259761268,As_Expected,Research_Investment
UKR,3,19823426.95,197.5201219,0.012323536,0.000112521,0.009130576,0.000424328,0.008395754,0.000112508,0.047503371,0.939901412,0.012595217,Research_Investment,-2.43588212,"{'Research_Investment': 0.6959986492744826, 'Health_Infrastructure': 0.0, 'Governance': 0.2040428905481818}",Neurological disorders,0.045550976,0.036346902,0.041139126,Under,Research_Investment
USA,2204,163078103.7,718507.0569,5.449267351,0.409310808,0.075112998,0.311739745,0.06906796,0.409263246,0.394571835,0.087419946,0.518008219,Over_Performing,1.883658682,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.017199393389126214, 'Governance': 0.0}",Neurological disorders,-0.207022176,0.715294136,0.341709233,Over_Performing,Health_Infrastructure
VEN,1,8931258.344,40.24984494,0.005573837,2.29E-05,0.004113695,0.000141443,0.003782628,2.29E-05,0.035835526,0.958355906,0.005808568,Research_Investment,-2.247648308,"{'Research_Investment': 0.9734348593243308, 'Health_Infrastructure': 0.11616146186521632, 'Governance': 0.38812442161581784}",Neurological disorders,0.051806538,0.023726331,0.031034476,Under,Research_Investment
VNM,9,26952995.13,4726.791067,0.216901274,0.002692704,0.012414421,0.001272984,0.011415318,0.002692391,0.082765089,0.742184875,0.175050036,Research_Investment,-1.788689242,"{'Research_Investment': 0.9282337423364447, 'Health_Infrastructure': 0.2552761577528779, 'Governance': 0.4872815889762802}",Neurological disorders,-0.07045017,0.21643258,0.07167667,Under,Research_Investment
ZAF,18,15062243.21,3771,0.309648947,0.00214822,0.006937597,0.002545969,0.006379265,0.00214797,0.229921612,0.576099286,0.193979102,Multiple_Factors,-0.520452519,"{'Research_Investment': 0.4047785882897135, 'Health_Infrastructure': 0.2940022812745045, 'Governance': 0.037324198792026426}",Neurological disorders,-0.100618754,0.308939908,0.199117957,Under,Multiple_Factors
ZMB,1,4431902.07,200,0.055813926,0.000113934,0.002041313,0.000141443,0.00187703,0.00011392,0.066330516,0.880245719,0.053423765,As_Expected,0.199028994,"{'Research_Investment': 1.0046169217421383, 'Health_Infrastructure': 0.33744015986417153, 'Governance': 0.20929898816288156}",Neurological disorders,0.010641292,0.086589023,0.057443912,As_Expected,Research_Investment
