PMID,TA,JID,Category
24491075,J Consult Clin Psychol,136553,F
24491065,Trials,101263253,E
24491034,BMC Public Health,100968562,N
24490977,BMC Psychiatry,100968559,F
24490942,BMC Psychiatry,100968559,F
24490712,Exp Clin Psychopharmacol,9419066,F
24490265,Ann Intern Med,372351,H
24490264,Ann Intern Med,372351,H
24489841,PLoS One,101285081,H
24490266,Ann Intern Med,372351,H
24489770,PLoS One,101285081,H
24489762,PLoS One,101285081,H
24488983,Circ Heart Fail,101479941,C
24487961,Cancer Immunol Immunother,8605732,C
24486687,Int J Surg,101228232,E
24486636,Contemp Clin Trials,101242342,H
24486635,Contemp Clin Trials,101242342,H
24486564,Biol Res Nurs,9815758,N
24486592,Clin Cancer Res,9502500,C
24485709,Lancet,2985213R,H
24485347,BMC Psychiatry,100968559,F
24485283,BMC Psychiatry,100968559,F
24484540,Malar J,101139802,C
24483776,BMC Cardiovasc Disord,100968539,C
24482677,PLoS One,101285081,H
24482066,Clin J Am Soc Nephrol,101271570,H
24481640,Am J Hematol,7610369,H
24481581,Agri,9426197,C
24480867,Am J Hypertens,8803676,C
24480721,J Med Internet Res,100959882,H
24480729,Contemp Clin Trials,101242342,H
24480615,Prim Health Care Res Dev,100897390,H
24480515,Drug Alcohol Depend,7513587,C
24479893,J Clin Nurs,9207302,E
24479760,Trials,101263253,E
24479702,Trials,101263253,E
24478323,Ann Oncol,9007735,C
24478107,Mol Nutr Food Res,101231818,G
24478047,Diabetes Educ,7701401,C
24478129,J Clin Lab Anal,8801384,E
24477618,Drugs R D,100883647,H
24477514,Biol Res Nurs,9815758,N
24477462,Clin Drug Investig,9504817,D
24477043,Am J Clin Nutr,376027,G
24477028,J Atheroscler Thromb,9506298,C
24476555,Trials,101263253,E
24476418,Ann Am Thorac Soc,101600811,C
24475777,BMC Neurol,100968555,C
24475766,Int J Behav Nutr Phys Act,101217089,I
24475198,PLoS One,101285081,H
24475144,PLoS One,101285081,H
24474647,Am J Clin Dermatol,100895290,C
24474305,Nicotine Tob Res,9815751,J
24474079,Sao Paulo Med J,100897261,H
24473926,J Trauma Stress,8809259,F
24473774,Cancer,374236,C
24472759,Gastrointest Endosc,10505,H
24472527,BMC Pediatr,100967804,H
24472436,Prev Med,322116,H
24472224,Malar J,101139802,C
24472156,Malar J,101139802,C
24470701,Sleep,7809084,G
24469862,Cancer,374236,C
24469619,Br J Surg,372553,H
24469238,Contemp Clin Trials,101242342,H
24468997,AIDS,8710219,C
24469222,AIDS Behav,9712133,N
24468783,Antimicrob Agents Chemother,315061,E
24468198,Patient Educ Couns,8406280,I
24468007,Malar J,101139802,C
24467988,Health Technol Assess,9706284,N
24467917,BMC Public Health,100968562,N
24467861,BMC Psychiatry,100968559,F
24467828,Breast Cancer Res,100927353,C
24467781,BMC Psychiatry,100968559,F
24467770,Addict Sci Clin Pract,101316917,C
24465570,PLoS One,101285081,H
24465443,PLoS One,101285081,H
24465387,PLoS One,101285081,H
24465370,PLoS One,101285081,H
24464845,Eur J Heart Fail,100887595,C
24464791,Infection,365307,C
24464746,Eur J Heart Fail,100887595,C
24465156,Int J Med Sci,101213954,H
24464736,Eur J Heart Fail,100887595,C
24463451,J Clin Invest,7802877,H
24463448,J Clin Invest,7802877,H
24462498,J Ren Nutr,9112938,G
24462479,J Subst Abuse Treat,8500909,C
24462242,J Subst Abuse Treat,8500909,C
24461526,Asian Pac J Trop Med,101533720,H
24462183,J Cardiol,8804703,H
24461045,BMC Med Res Methodol,100968545,H
24460863,Trials,101263253,E
24460845,Trials,101263253,E
24460827,Trials,101263253,E
24460223,Aging Ment Health,9705773,N
24459240,J Pediatr Psychol,7801773,F
24458074,Clin J Am Soc Nephrol,101271570,H
24457205,Lancet,2985213R,H
24456909,Int J Neuropsychopharmacol,9815893,D
24456823,Gynecol Oncol,365304,C
24456367,J Med Food,9812512,B
24456049,Am J Transplant,100968638,E
24454728,PLoS One,101285081,H
24453483,Clin Interv Aging,101273480,I
24453130,J Nutr,404243,G
24452658,Pain Physician,100954394,C
24452632,Arch Sex Behav,1273516,F
24452238,Am J Clin Nutr,376027,G
24452168,J Clin Microbiol,7505564,H
24451919,Cereb Cortex,9110718,A
24451146,Breast Cancer Res,100927353,C
24451221,Inflamm Bowel Dis,9508162,C
24450968,BMC Geriatr,100968548,H
24450889,N Engl J Med,255562,H
24450727,Surg Infect (Larchmt),9815642,C
24450608,BMC Psychiatry,100968559,F
24450612,Addiction,9304118,C
24450471,Nutr J,101152213,G
24449770,Antimicrob Agents Chemother,315061,E
24449229,J Clin Oncol,8309333,H
24449161,Int J Methods Psychiatr Res,9111433,F
24449007,Exp Brain Res,43312,A
24448738,Circ Cardiovasc Genet,101489144,C
24448262,Invest Ophthalmol Vis Sci,7703701,H
24447460,Trials,101263253,E
24447459,BMC Public Health,100968562,N
24447425,BMC Res Notes,101462768,H
24447434,Breast Cancer Res,100927353,C
24447238,J Am Geriatr Soc,7503062,H
24447043,Diabetes Technol Ther,100889084,C
24447063,Epilepsia,2983306R,C
24445573,Am J Gastroenterol,421030,H
24445356,Altern Ther Health Med,9502013,E
24445100,Ann Fam Med,101167762,N
24444414,Scand J Gastroenterol,60105,H
24444271,Int Surg,43524,H
24444116,Int J Stroke,101274068,C
24444117,Int J Stroke,101274068,C
24443820,BMC Psychiatry,100968559,F
24443845,BMC Public Health,100968562,N
24443804,Arthritis Res Ther,101154438,C
24443547,J Infect Dis,413675,C
24443392,Pediatr Obes,101572033,C
24442233,J Acquir Immune Defic Syndr,100892005,C
24442231,J Acquir Immune Defic Syndr,100892005,C
24441673,Cancer Prev Res (Phila),101479409,C
24441150,Rheumatology (Oxford),100883501,C
24440672,Gastroenterology,374630,H
24440364,Arch Phys Med Rehabil,2985158R,E
24439313,Lancet Oncol,100957246,C
24439136,Diagn Microbiol Infect Dis,8305899,H
24438999,Dev Psychopathol,8910645,G
24438894,Dev Psychopathol,8910645,G
24438754,BMC Pregnancy Childbirth,100967799,C
24438517,BMC Pregnancy Childbirth,100967799,C
24438478,Trials,101263253,E
24438500,Trials,101263253,E
24438351,BMC Public Health,100968562,N
24438039,BMC Musculoskelet Disord,100968565,C
24436454,J Infect Dis,413675,C
24436453,J Infect Dis,413675,C
24436138,Pediatr Blood Cancer,101186624,C
24435893,BMJ Open,101552874,H
24435584,Horm Cancer,101518427,C
24435414,BMJ,8900488,H
24435411,Cancer,374236,C
24433837,Health Technol Assess,9706284,N
24433682,Lancet Oncol,100957246,C
24433565,BMC Complement Altern Med,101088661,E
24433461,Implement Sci,101258411,H
24433430,Arthritis Res Ther,101154438,C
24433285,Trials,101263253,E
24433234,BMC Health Serv Res,101088677,H
24433230,Trop Med Int Health,9610576,H
24433231,J Health Commun,9604100,I
24433108,Clin Exp Hypertens,9305929,C
24432923,Am J Public Health,1254074,H
24431911,J Korean Med Sci,8703518,H
24431462,J Neurosci,8102140,H
24431901,J Korean Med Sci,8703518,H
24431427,J Neurosci,8102140,H
24431325,J Nutr,404243,G
24429540,Am J Clin Nutr,376027,G
24429400,Kidney Int,323470,A
24429536,Am J Clin Nutr,376027,G
24429396,Kidney Int,323470,A
24429320,Int J Tuberc Lung Dis,9706389,C
24429305,Int J Tuberc Lung Dis,9706389,C
24428912,BMC Cancer,100967800,C
24428904,Implement Sci,101258411,H
24428857,Acta Obstet Gynecol Scand,370343,H
24428805,BMC Gastroenterol,100968547,H
24428802,BMC Public Health,100968562,N
24428468,N Engl J Med,255562,H
24425697,Circ Cardiovasc Qual Outcomes,101489148,E
24426779,Clin Interv Aging,101273480,I
24423410,BMC Pregnancy Childbirth,100967799,C
24423356,J Clin Endocrinol Metab,375362,G
24423245,BMC Pregnancy Childbirth,100967799,C
24423146,BMC Musculoskelet Disord,100968565,C
24423077,BMC Nephrol,100967793,C
24422892,BMC Cancer,100967800,C
24422726,Br J Haematol,372544,H
24422887,CNS Neurosci Ther,101473265,F
24422605,BMC Pregnancy Childbirth,100967799,C
24421289,Alcohol Alcohol,8310684,D
24419239,Ann Oncol,9007735,C
24419299,Sci Rep,101563288,H
24419119,J Clin Oncol,8309333,H
24418652,Behav Res Ther,372477,F
24418366,Am J Geriatr Psychiatry,9309609,F
24417772,HIV Med,100897392,C
24417745,Psychiatry Clin Neurosci,9513551,F
24417710,Epilepsia,2983306R,C
24418351,J Diabetes Complications,9204583,C
24417410,J Am Geriatr Soc,7503062,H
24416321,PLoS One,101285081,H
24416316,PLoS One,101285081,H
24415868,World J Gastroenterol,100883448,C
24415446,Obesity (Silver Spring),101264860,C
24413638,J Neurol,423161,H
24413342,BMJ Open,101552874,H
24411921,Leuk Res,7706787,C
24412457,J Am Coll Cardiol,8301365,H
24411797,J Stud Alcohol Drugs,101295847,C
24411556,Maturitas,7807333,M
24411004,Trials,101263253,E
24411003,Lipids Health Dis,101147696,G
24410959,BMC Complement Altern Med,101088661,E
24410738,BMC Public Health,100968562,N
24410251,AIDS Care,8915313,I
24409075,World J Gastroenterol,100883448,C
24408120,Clin J Am Soc Nephrol,101271570,H
24408114,Clin J Am Soc Nephrol,101271570,H
24407163,J Med Internet Res,100959882,H
24408116,Clin J Am Soc Nephrol,101271570,H
24405979,BMC Res Notes,101462768,H
24405854,Trials,101263253,E
24405891,Trials,101263253,E
24405258,J Orthop Sports Phys Ther,7908150,E
24404819,Telemed J E Health,100959949,H
24404799,J Asthma,8106454,C
24403824,Clin Interv Aging,101273480,I
24402830,Breast Cancer Res Treat,8111104,C
24402391,J Nutr Health Aging,100893366,G
24402390,J Nutr Health Aging,100893366,G
24401928,Ann Oncol,9007735,C
24401729,BMJ Open,101552874,H
24401727,BMJ Open,101552874,H
24401721,BMJ Open,101552874,H
24401159,Trials,101263253,E
24401049,N Engl J Med,255562,H
24401041,BMC Pregnancy Childbirth,100967799,C
24401022,N Engl J Med,255562,H
24400937,Addiction,9304118,C
24400934,BMC Musculoskelet Disord,100968565,C
24400643,BMC Cardiovasc Disord,100968539,C
24399554,JAMA,7501160,H
24399553,JAMA,7501160,H
24399119,Arch Ital Urol Androl,9308247,C
24399100,J Dev Behav Pediatr,8006933,H
24398888,Nephrol Dial Transplant,8706402,H
24398143,Trials,101263253,E
24398076,Trials,101263253,E
24398053,Trials,101263253,E
24397361,Gynecol Endocrinol,8807913,C
24396050,Oncologist,9607837,C
24395863,J Clin Oncol,8309333,H
24395288,Pediatr Blood Cancer,101186624,C
24395109,Breast Cancer Res Treat,8111104,C
24394686,Pediatrics,376422,H
24394187,Mol Ther,100890581,H
24393456,Int J Neuropsychopharmacol,9815893,D
24393479,Malar J,101139802,C
24393424,Crit Care,9801902,E
24393375,Cardiovasc Diabetol,101147637,C
24393344,Trials,101263253,E
24392086,PLoS One,101285081,H
24391142,J Int Med Res,346411,H
24391139,Clin Vaccine Immunol,101252125,E
24390828,Clin Orthop Relat Res,75674,H
24390799,Cancer,374236,C
24390522,Intern Med,9204241,H
24389597,Circ J,101137683,C
24387048,BMC Psychiatry,100968559,F
24386952,BMC Cancer,100967800,C
24386906,BMC Cancer,100967800,C
24386900,BMC Med,101190723,H
24385331,Perit Dial Int,8904033,N
24385141,JAMA Ophthalmol,101589539,E
24384995,Nutrients,101521595,H
24384905,BMJ Open,101552874,H
24384803,J Acquir Immune Defic Syndr,100892005,C
24383930,J Neuroinflammation,101222974,C
24383855,Cardiovasc Diabetol,101147637,C
24383496,Trials,101263253,E
24383431,Trials,101263253,E
24383441,Trials,101263253,E
24382782,Cancer,374236,C
24382603,Psychiatr Serv,9502838,N
24382580,Lancet Neurol,101139309,H
24382344,Trop Med Int Health,9610576,H
24382064,N Engl J Med,255562,H
24381967,JAMA,7501160,H
24381278,J Neurosci,8102140,H
24381222,J Nutr,404243,G
24381153,Semin Thromb Hemost,431155,C
24381187,Respir Care,7510357,E
24380397,AIDS Res Hum Retroviruses,8709376,B
26330893,Ont Health Technol Assess Ser,101521610,J
26330894,Ont Health Technol Assess Ser,101521610,J
25954342,AMIA Annu Symp Proc,101209213,L
25864252,Clin Exp Obstet Gynecol,7802110,H
25835233,Int J Vitam Nutr Res,1273304,D
25744418,J Nutr Sci Vitaminol (Tokyo),402640,D
24379596,World J Gastroenterol,100883448,C
24379278,Circ Heart Fail,101479941,C
24379581,World J Gastroenterol,100883448,C
24379592,World J Gastroenterol,100883448,C
24379136,Qual Life Res,9210257,E
24379010,Nutrients,101521595,H
24378475,JAMA Neurol,101589536,C
24378206,Clin Ther,7706726,E
24378018,Malar J,101139802,C
24377675,BMC Gastroenterol,100968547,H
24376252,Obesity (Silver Spring),101264860,C
24375969,Obesity (Silver Spring),101264860,C
24375941,Mov Disord,8610688,C
24375332,Cancer,374236,C
24375468,Mov Disord,8610688,C
24375159,Iran Biomed J,9814853,H
24375207,J Nerv Ment Dis,375402,F
24374721,Soc Psychiatry Psychiatr Epidemiol,8804358,F
24373547,Trials,101263253,E
24373281,Glob J Health Sci,101519495,H
24371300,J Am Soc Nephrol,9013836,H
24370208,Trials,101263253,E
24370263,Trials,101263253,E
24369785,BMC Public Health,100968562,N
24369771,Implement Sci,101258411,H
24369765,BMC Public Health,100968562,N
24369097,Trials,101263253,E
24368466,JAMA,7501160,H
24368464,JAMA,7501160,H
24368463,JAMA,7501160,H
24368437,Am J Clin Nutr,376027,G
24368433,Am J Clin Nutr,376027,G
24368060,Trials,101263253,E
24368344,Crit Care Med,355501,N
24367946,BMC Pediatr,100967804,H
24367124,Psychosom Med,376505,F
24366758,J Cancer Res Clin Oncol,7902060,H
24366750,Antimicrob Agents Chemother,315061,E
24366521,J Behav Med,7807105,H
24366395,J Gen Intern Med,8605834,H
24366103,JAMA Neurol,101589536,C
24364373,Health Psychol,8211523,F
24363523,World J Gastroenterol,100883448,C
24363029,J Gastroenterol,9430794,C
24362951,Breast Cancer Res Treat,8111104,C
24362707,Nutrients,101521595,H
24361322,J Am Coll Cardiol,8301365,H
24361229,Eur J Cancer,9005373,C
24361112,Lancet Neurol,101139309,H
24360787,Lancet Oncol,100957246,C
24359543,Trials,101263253,E
24359514,Int J Health Geogr,101152198,H
24359521,Trials,101263253,E
24359313,Acta Neurol Scand,370336,H
24359432,BMC Public Health,100968562,N
24359267,BMC Public Health,100968562,N
24359122,BMC Fam Pract,100967792,H
24357798,Br J Cancer,370635,C
24357574,Br J Psychiatry,342367,F
24357510,Clin J Am Soc Nephrol,101271570,H
24356636,Ann Oncol,9007735,C
24356715,Neuropsychopharmacology,8904907,F
24356524,J Appl Physiol (1985),8502536,H
24355994,Am J Phys Med Rehabil,8803677,E
24355800,J Am Coll Cardiol,8301365,H
24355050,Fertil Steril,372772,C
24354899,BMC Pediatr,100967804,H
24354675,Trials,101263253,E
24354714,Trials,101263253,E
24354627,BMC Infect Dis,100968551,C
24354588,BMC Infect Dis,100968551,C
24354509,J Trauma Dissociation,100898209,F
24354547,Subst Use Misuse,9602153,C
24353344,J Nutr,404243,G
24351072,Gynecol Endocrinol,8807913,C
24351088,Trials,101263253,E
24351063,Trials,101263253,E
24350806,Telemed J E Health,100959949,H
24350571,BMC Health Serv Res,101088677,H
24347519,Ann Oncol,9007735,C
24346989,JAMA,7501160,H
24346752,J Clin Psychopharmacol,8109496,F
24346821,Neurotherapeutics,101290381,C
24346133,Transl Psychiatry,101562664,F
24346096,J Thorac Oncol,101274235,C
24345687,Int J Qual Stud Health Well-being,101256506,H
24345602,Prev Med,322116,H
24345444,J Clin Psychiatry,7801243,F
24345529,J Cataract Refract Surg,8604171,E
24345356,J Clin Psychiatry,7801243,F
24345206,Health Commun,8908762,N
24345172,J Cogn Neurosci,8910747,F
24345099,Trials,101263253,E
24345073,Trials,101263253,E
24345027,Nutr J,101152213,G
24342746,Clin Gastroenterol Hepatol,101160775,H
24342552,Arch Phys Med Rehabil,2985158R,E
24342495,Crit Care,9801902,E
24341465,BMC Public Health,100968562,N
24339297,Yonsei Med J,414003,H
24338935,Clin Cardiol,7903272,H
24338990,Cancer,374236,C
24338864,Res Nurs Health,7806136,H
24336385,Arch Dis Child,372434,H
24335969,J Am Soc Nephrol,9013836,H
24335695,Neuro Oncol,100887420,C
24335227,Stroke,235266,C
24335056,Am J Clin Nutr,376027,G
24334945,J Infect Dev Ctries,101305410,I
24335055,Am J Clin Nutr,376027,G
24334689,Clin Vaccine Immunol,101252125,E
24334216,J Med Internet Res,100959882,H
24334198,J Med Internet Res,100959882,H
24333515,J Urol,376374,H
24333490,J Am Coll Cardiol,8301365,H
24333009,Lancet,2985213R,H
24332997,J Cyst Fibros,101128966,C
24332668,J Thorac Cardiovasc Surg,376343,H
24332516,Lancet Oncol,100957246,C
24332420,JACC Cardiovasc Interv,101467004,E
24332416,JACC Cardiovasc Interv,101467004,E
24332238,Lancet Oncol,100957246,C
24331154,Lancet Oncol,100957246,C
24330810,Trials,101263253,E
24330707,J Headache Pain,100940562,F
24330669,BMC Public Health,100968562,N
24330605,Nutr J,101152213,G
24330619,Nutr J,101152213,G
24330570,BMC Cancer,100967800,C
24330505,BMC Public Health,100968562,N
24330347,BMC Fam Pract,100967792,H
24330089,J Diabetes,101504326,C
24329972,Addiction,9304118,C
24329424,J Palliat Med,9808462,E
24329965,Eur J Haematol,8703985,H
24328444,N Engl J Med,255562,H
24327720,Cancer Prev Res (Phila),101479409,C
24326604,J Acquir Immune Defic Syndr,100892005,C
24326597,J Acquir Immune Defic Syndr,100892005,C
24326593,Clin Orthop Relat Res,75674,H
24326529,Int J Gynecol Cancer,9111626,C
24325987,Trials,101263253,E
24326395,Transl Psychiatry,101562664,F
24325953,Trials,101263253,E
24324004,J Physiol,266262,H
24324045,Hypertension,7906255,G
24323641,Mov Disord,8610688,C
24322956,Clin Pediatr (Phila),372606,H
24323034,J Clin Oncol,8309333,H
24322569,JAMA Intern Med,101589534,H
24322572,Br J Anaesth,372541,H
24322060,JAMA Pediatr,101589544,H
24321402,BMC Pregnancy Childbirth,100967799,C
24321171,Trials,101263253,E
24321006,Addiction,9304118,C
24321091,BMC Public Health,100968562,N
24317794,Diabetologia,6777,C
24316704,Med Oral Patol Oral Cir Bucal,101231694,A
24316677,Epigenetics,101265293,G
24316240,Contemp Clin Trials,101242342,H
24316175,Prog Neuropsychopharmacol Biol Psychiatry,8211617,F
24315979,Contemp Clin Trials,101242342,H
24315882,Clin Gastroenterol Hepatol,101160775,H
24315720,J Stroke Cerebrovasc Dis,9111633,C
24314887,Am J Geriatr Psychiatry,9309609,F
24311451,Obesity (Silver Spring),101264860,C
24309905,Neuropsychopharmacology,8904907,F
24309322,Mod Pathol,8806605,H
24307240,Clin Vaccine Immunol,101252125,E
24304724,BMC Res Notes,101462768,H
24304689,Trials,101263253,E
24304412,Addiction,9304118,C
24303930,Telemed J E Health,100959949,H
24302090,JAMA,7501160,H
24299915,J Hypertens,8306882,C
24298947,Clin Exp Immunol,57202,H
24292559,Psychiatr Serv,9502838,N
24279907,Clin Respir J,101315570,C
24275895,J Neuropsychiatry Clin Neurosci,8911344,H
24271347,AIDS Behav,9712133,N
24270207,J Alzheimers Dis,9814863,C
24265189,Ultrasound Obstet Gynecol,9108340,E
24257717,Int Clin Psychopharmacol,8609061,F
24251381,Antioxid Redox Signal,100888899,G
24247740,Int Clin Psychopharmacol,8609061,F
24247554,JAMA,7501160,H
24247587,JAMA,7501160,H
24247476,Crit Care Med,355501,N
24247300,JAMA,7501160,H
24242903,J Clin Pharmacol,366372,H
24243216,J Clin Pharmacol,366372,H
24237113,J Neurotrauma,8811626,C
24233282,Chest,231335,C
24228710,Am J Respir Crit Care Med,9421642,C
24214232,Clin Drug Investig,9504817,D
24206578,Cancer Sci,101168776,H
24201760,JAMA Ophthalmol,101589539,E
24189972,J Bone Miner Res,8610640,D
24190578,JAMA Intern Med,101589534,H
24178236,Clin Drug Investig,9504817,D
24177229,Psychiatr Serv,9502838,N
24174275,Clin Drug Investig,9504817,D
24172160,Int Clin Psychopharmacol,8609061,F
24172159,Int Clin Psychopharmacol,8609061,F
24172209,J Clin Psychopharmacol,8109496,F
24156269,Curr Alzheimer Res,101208441,C
24149088,AIDS,8710219,C
24145571,Indian J Ophthalmol,405376,H
24144308,Leuk Lymphoma,9007422,C
24135768,Chest,231335,C
24129806,Psychiatr Serv,9502838,N
24124061,Obesity (Silver Spring),101264860,C
24121920,Med Oral Patol Oral Cir Bucal,101231694,A
24121915,Med Oral Patol Oral Cir Bucal,101231694,A
24121755,J Acquir Immune Defic Syndr,100892005,C
24117908,Br J Clin Pharmacol,7503323,H
24102348,Br J Dermatol,4041,C
24091694,J Acquir Immune Defic Syndr,100892005,C
24077434,J Alzheimers Dis,9814863,C
24038152,J Bone Miner Res,8610640,D
24008787,Indian J Ophthalmol,405376,H
24002626,J Gen Intern Med,8605834,H
24000053,AIDS Behav,9712133,N
23995849,Acta Derm Venereol,370310,C
23983039,Arthritis Care Res (Hoboken),101518086,C
23983064,Arthritis Care Res (Hoboken),101518086,C
23982942,Arthritis Care Res (Hoboken),101518086,C
23979497,AIDS Behav,9712133,N
23978222,Clin Sci (Lond),7905731,H
23975477,AIDS Behav,9712133,N
23975119,Acta Derm Venereol,370310,C
23942059,AIDS,8710219,C
23928707,Clin Orthop Relat Res,75674,H
23873699,J Bone Miner Res,8610640,D
23857339,J Pediatr Gastroenterol Nutr,8211545,C
23847109,Hepatology,8302946,C
23846567,J Acquir Immune Defic Syndr,100892005,C
23778240,J Int Assoc Provid AIDS Care,101603896,C
23775701,J Bone Miner Res,8610640,D
23761326,J Bone Miner Res,8610640,D
23761178,Clin Orthop Relat Res,75674,H
23744513,J Bone Miner Res,8610640,D
23713767,Br J Clin Pharmacol,7503323,H
23640652,AIDS Behav,9712133,N
23640543,J Head Trauma Rehabil,8702552,C
23568674,Clin Orthop Relat Res,75674,H
23519040,Cancer Nurs,7805358,C
23417666,Prev Sci,100894724,N
23408278,Prev Sci,100894724,N
23404659,Prev Sci,100894724,N
23385488,Int J Behav Med,9421097,C
24734247,Biomed Res Int,101600173,J
24734241,Biomed Res Int,101600173,J
23143081,Adm Policy Ment Health,8914574,F
23124538,J Behav Med,7807105,H
23124275,Adm Policy Ment Health,8914574,F
23109138,J Behav Med,7807105,H
23070695,Prev Sci,100894724,N
22945813,J Immigr Minor Health,101256527,H
24561149,J Am Coll Cardiol,8301365,H
24561752,Med Care,230027,N
26952221,Braz J Anesthesiol,101624623,D
25952121,J Acupunct Meridian Stud,101490763,I
25948437,Glob J Health Sci,101519495,H
25922328,J Epidemiol Glob Health,101592084,H
25925031,Braz J Anesthesiol,101624623,D
26137537,EBioMedicine,101647039,H
25891548,Mult Scler Relat Disord,101580247,C
25764255,Funct Neurol,8707746,H
25827693,Ann Saudi Med,8507355,Z
25756831,Respir Res,101090633,C
25716389,Glob J Health Sci,101519495,H
25646324,Am J Clin Nutr,376027,G
25633544,Acta Med Indones,7901042,H
25628188,Einstein (Sao Paulo),101281800,H
25626655,Rev Soc Bras Med Trop,7507456,H
25610505,J Bras Pneumol,101222274,C
25610500,J Bras Pneumol,101222274,C
25605528,Allergol Int,9616296,C
25595234,Value Health,100883818,E
25891549,Mult Scler Relat Disord,101580247,C
25571679,J Clin Pediatr Dent,9100079,H
25560330,Glob J Health Sci,101519495,H
25555183,Hormones (Athens),101142469,D
25554014,Gen Hosp Psychiatry,7905527,F
25554233,Psychiatr Serv,9502838,N
25539966,Lancet Glob Health,101613665,I
25646326,Am J Clin Nutr,376027,G
25538330,Indian J Pharmacol,7902477,H
25534298,Complement Ther Clin Pract,101225531,E
25527767,Am J Clin Nutr,376027,G
25527758,Am J Clin Nutr,376027,G
25527766,Am J Clin Nutr,376027,G
25527747,Am J Clin Nutr,376027,G
25527749,Am J Clin Nutr,376027,G
25527666,J Nutr,404243,G
25527657,J Nutr,404243,G
25525278,Am J Pharm Educ,372650,H
25520490,Perit Dial Int,8904033,N
25500293,J Thorac Cardiovasc Surg,376343,H
25500100,J Thorac Cardiovasc Surg,376343,H
25499565,J Acupunct Meridian Stud,101490763,I
25498773,Value Health,100883818,E
25498777,Value Health,100883818,E
25497243,Am Heart J,370465,H
25499937,J Clin Lipidol,101300157,D
25493602,AIDS,8710219,C
25497473,J Affect Disord,7906073,F
25493596,AIDS,8710219,C
25488505,J Subst Abuse Treat,8500909,C
25487763,Dtsch Arztebl Int,101475967,N
25473216,J Korean Med Sci,8703518,H
25473213,J Korean Med Sci,8703518,H
25473190,World J Gastroenterol,100883448,C
25470094,J Clin Psychiatry,7801243,F
25470096,J Clin Psychiatry,7801243,F
25469046,World J Gastroenterol,100883448,C
25473176,World J Gastroenterol,100883448,C
25469044,World J Gastroenterol,100883448,C
25468160,Lancet,2985213R,H
25467619,Diabetes Res Clin Pract,8508335,C
25465932,Am J Cardiol,207277,H
25465642,Lancet Respir Med,101605555,C
25465497,Contemp Clin Trials,101242342,H
25465111,Lancet,2985213R,H
25465108,Lancet,2985213R,H
25462702,Int J Surg,101228232,E
25462652,Addict Behav,7603486,G
25462210,J Pain Symptom Manage,8605836,E
25461793,Behav Res Ther,372477,F
25461822,Arch Phys Med Rehabil,2985158R,E
25461496,Contemp Clin Trials,101242342,H
25460342,Contemp Clin Trials,101242342,H
25459040,JACC Cardiovasc Interv,101467004,E
25459036,JACC Cardiovasc Interv,101467004,E
25458804,Int J Nurs Stud,400675,H
25458726,Lancet,2985213R,H
25458644,Am Heart J,370465,H
25458637,Pediatr Neonatol,101484755,H
25457927,J Am Acad Child Adolesc Psychiatry,8704565,F
25456571,Drug Alcohol Depend,7513587,C
25456367,Lancet Oncol,100957246,C
25456365,Lancet Oncol,100957246,C
25456363,Lancet Oncol,100957246,C
25456331,Drug Alcohol Depend,7513587,C
25456099,Metabolism,375267,G
25455875,Fertil Steril,372772,C
25455833,J Manipulative Physiol Ther,7807107,H
25455692,Parkinsonism Relat Disord,9513583,C
25454987,Mech Ageing Dev,347227,H
25455115,Am J Prev Med,8704773,H
25453872,J Cyst Fibros,101128966,C
25453586,Blood Cells Mol Dis,9509932,C
25453486,Eur Neuropsychopharmacol,9111390,D
25453458,Lancet Neurol,101139309,H
25453457,Lancet Neurol,101139309,H
25453443,Lancet,2985213R,H
25452069,Addict Behav,7603486,G
25450208,J Hepatol,8503886,A
25448996,Am J Ophthalmol,370500,H
25448092,Vaccine,8406899,D
25447748,Ann Phys Rehabil Med,101502773,E
25448247,Arch Phys Med Rehabil,2985158R,E
25447467,J Med Internet Res,100959882,H
25446610,Int J Radiat Oncol Biol Phys,7603616,H
25445827,J Allergy Clin Immunol,1275002,C
25445074,J Anxiety Disord,8710131,F
25446376,Eur J Cancer,9005373,C
25444830,Vaccine,8406899,D
25443069,Surg Obes Relat Dis,101233161,C
25442691,Lancet Glob Health,101613665,I
25442784,Arch Gerontol Geriatr,8214379,H
25442689,Lancet Glob Health,101613665,I
25442065,J Am Coll Surg,9431305,H
25442234,Am J Prev Med,8704773,H
25441591,Nutrition,8802712,G
25441435,Am J Kidney Dis,8110075,C
25441237,Am J Prev Med,8704773,H
25440887,JACC Cardiovasc Interv,101467004,E
25440794,Am Heart J,370465,H
25440230,Am J Emerg Med,8309942,H
25440374,Complement Ther Med,9308777,E
25439772,J Thorac Cardiovasc Surg,376343,H
25439678,Dev Sci,9814574,B
25439611,Ophthalmology,7802443,H
25439606,Ophthalmology,7802443,H
25439604,Ophthalmology,7802443,H
25439501,Can J Diabetes,101148810,C
25443650,J Physiother,101528691,E
25438394,Cent Eur J Public Health,9417324,H
25437581,Int Surg,43524,H
25437032,Medicine (Baltimore),2985248R,N
25436803,J Thorac Oncol,101274235,C
25434315,Saudi J Gastroenterol,9516979,C
25433040,Rheumatology (Oxford),100883501,C
25432953,Cancer Epidemiol Biomarkers Prev,9200608,C
25432467,BMC Public Health,100968562,N
25431880,Nutrients,101521595,H
