PMID,ISO3
23729925,USA
31069957,USA
31069957,ZAF
31069957,ZWE
23729929,USA
34215704,DEU
24254248,USA
34740020,USA
33691451,CHN
35264321,AUS
35264321,BEL
35264321,DEU
35264321,ESP
35264321,GBR
35264321,IRL
35264321,ITA
35264321,NLD
35264321,USA
22157131,USA
35788622,FRA
35264337,DEU
19011435,USA
35264365,NLD
34215800,CAN
33691517,DNK
33691517,ESP
33691517,USA
35264408,GBR
30021556,AUS
35788727,CHN
32118723,CHN
30021578,DEU
30021578,POL
30021580,IND
30021584,AUS
30021592,AUS
30021592,FIN
30021592,IND
30021592,SGP
25827292,AUS
35788767,AUS
35788767,CHN
28973024,ITA
32118759,CHN
35264510,BRA
35264510,CAN
35264510,CHL
33691647,NLD
30021646,AUS
28973074,USA
36837393,ALB
36837393,ITA
16914460,FIN
36837424,TUR
33691699,NLD
22157367,TWN
36837438,POL
24254537,RUS
36837467,ROU
36837471,LVA
30546024,CHN
30546024,USA
36837492,SRB
28973174,AUS
28973174,BRA
28973174,CAN
28973174,CHL
28973174,CHN
28973174,GBR
28973174,IND
28973174,ITA
28973174,JPN
28973174,KOR
28973174,SGP
28973174,TWN
28973174,USA
28973174,VNM
30021759,CHE
30021759,USA
36837504,DEU
36837504,ROU
28973211,GBR
29497500,KEN
29497500,USA
26351776,USA
28973227,GBR
28973227,USA
28973227,ZMB
31070388,USA
22681782,USA
35264692,USA
36837556,ARE
36837556,IDN
36837556,IND
36837556,ITA
31594690,BEL
31594690,DEU
31594690,NLD
35264713,IRN
35264713,SWE
32119035,AUS
32119035,ESP
32119035,GBR
32119035,NLD
32119035,USA
28449038,GBR
32119093,JPN
32119093,USA
32119096,USA
36313402,THA
25303370,TWN
22157664,BRA
26351969,USA
28973414,BRA
28973430,AUS
28973430,GBR
34216334,USA
31594895,LKA
31594895,SGP
31594895,USA
33167759,KOR
34740631,USA
22157768,POL
31070690,CHN
31070712,AUS
12196359,JPN
12196361,ITA
12196364,NLD
34216470,CHE
34216470,USA
33692191,AUS
19536422,USA
33167911,THA
33167920,JPN
28973619,GBR
26876503,CHN
26876503,USA
28449368,JPN
28449368,USA
32643674,IND
32643674,NPL
32643674,SAU
22682213,JPN
22157987,USA
36313769,ESP
34216630,CHN
34216630,ISR
34216630,USA
15866569,GRC
35265234,CHN
35789530,CHN
33168097,CHE
21633770,MYS
33692404,AGO
33692404,PRT
31070986,USA
31070986,VNM
35265302,IRN
35265302,PAK
35265304,CHN
23730989,USA
23730991,CHN
37886843,GBR
37886843,USA
37886843,ZAF
37886843,ZMB
38411129,NLD
30022544,DEU
30022544,ESP
28449690,GBR
28449690,GMB
28449690,KEN
28449690,NLD
28449699,AUS
28449699,GBR
28449709,SWE
27925426,BRA
24779706,USA
32119749,BEL
32119749,BRA
32119749,DNK
32119749,EST
32119749,USA
32119749,ZAF
33692620,MYS
33692621,USA
30022618,NLD
28974061,CHN
28974061,USA
28974069,AUS
19536890,USA
36314123,USA
36314126,USA
36314130,USA
22682671,GBR
26352697,CHN
34217036,AUS
34217036,SWE
34217036,USA
15866997,USA
22682750,IRL
20061311,USA
26877078,AUS
32119972,NLD
28974247,CHN
33168558,KOR
28974265,BEL
28974265,NLD
28974267,AUS
27401418,USA
15342804,CAN
26352854,BOL
26352854,USA
33168602,KOR
33168602,SGP
15342835,USA
31595772,CAN
27401475,CAN
27401475,GBR
27401475,KEN
27401475,SWE
33168657,USA
24780069,CHN
23731498,DNK
25304364,USA
34217258,ESP
27401537,USA
23731525,NLD
34217297,JPN
27401569,GBR
27401569,UGA
27401569,USA
37887347,DEU
28450194,USA
28974480,USA
31595954,USA
33168839,CHN
34741703,USA
34741731,USA
28974570,GBR
22683134,USA
33168910,AUS
33168945,CAN
33168945,DNK
34741815,USA
24780450,GBR
24780450,USA
18489017,USA
29499082,CHN
36314847,USA
36314868,AUS
36314868,USA
36839159,USA
36839175,CHE
25304851,GBR
30547749,AUS
30547749,MMR
30547750,CHE
30547750,CIV
30547750,NLD
36839208,DEU
36839248,AUS
36839248,GBR
36839248,ITA
36839248,SAU
23732051,IRL
19013463,USA
33693537,GBR
33693537,NLD
33693537,SWE
33693537,UGA
33693537,USA
36839267,CHL
35790696,JPN
25304939,DNK
30547820,IND
30547820,NLD
30547820,UGA
30547820,ZAF
34742136,DNK
34742136,ESP
34742136,NOR
36839292,BRA
36839292,CHL
36839292,PRT
15867780,DEU
18489219,USA
29499287,AUS
29499287,NOR
36839344,IRL
31072190,RUS
31072190,SRB
31072190,USA
36839379,GBR
36839379,ITA
32645109,DNK
32645109,FIN
32645109,GBR
32645109,KEN
32645109,SSD
32645109,USA
36315128,GBR
25829373,ESP
27402237,USA
25305090,USA
29499393,USA
33693703,USA
12197896,USA
36315143,AUS
36315143,CAN
33693713,USA
19537955,USA
33169443,GBR
27402282,GBR
32120880,AUS
32120880,NLD
34742317,IRN
34742318,IRN
36315180,USA
33693757,USA
33693757,VNM
34218053,GBR
34218053,USA
28450898,AUS
25305179,BRA
25305179,USA
35790955,TUR
26353786,DEU
26353787,AUS
33693835,USA
26353833,AUT
26353833,BEL
26353833,CAN
26353833,CZE
26353833,NLD
26353833,SWE
26353833,USA
32121000,CHE
32121000,GBR
32121000,ZAF
35791020,NOR
28975305,ARG
28975305,USA
28975307,USA
35266779,USA
23208165,USA
35791083,CAN
35791083,DEU
35791083,ITA
35791083,NLD
35791083,POL
35791083,SGP
35791083,USA
35791089,IND
25305352,CAN
25305352,USA
36315419,DNK
21111093,USA
27402549,CAN
27402551,USA
31596865,ETH
31596866,AUS
23732551,ESP
33694031,DEU
33694031,NLD
34742607,USA
23732584,USA
32121236,AUS
32121236,NZL
32121236,USA
35266971,USA
22159777,CAN
25305506,CHE
25305506,NLD
25305506,USA
23732643,DNK
20586916,USA
35791276,HUN
35791276,POL
35791276,SVK
35791276,USA
18489775,FRA
29499855,USA
29499873,GBR
27927036,ESP
27927036,USA
34218509,USA
26354213,IND
28975661,AUS
37364268,USA
30548529,NLD
31072856,GBR
33694311,USA
37888628,KOR
37888628,USA
35267206,AUS
34742935,AUS
34742935,USA
27402910,USA
36315843,TUR
19538647,AUS
24781527,USA
23732957,USA
19538732,COL
19538734,ITA
32645934,DNK
32645934,GBR
29500217,AUS
29500217,DNK
33170239,AUS
33170239,AUT
33170239,CHE
33170239,DEU
33170239,FRA
33170239,GBR
33170239,PRT
33170239,USA
33170240,CAN
33170261,AUS
33170261,DNK
26354530,ESP
26354530,USA
31073124,GBR
26354534,USA
26354535,USA
26354539,NLD
34743149,CHN
35791724,USA
26354547,AUS
24257429,GBR
36316067,GBR
36316067,KEN
36316067,USA
31597476,AUT
23208880,USA
24257456,KOR
36316102,AUS
36316102,ISR
36316102,ITA
36316102,USA
19538914,USA
19538921,USA
26354678,CHE
26354678,CMR
26354678,FRA
26354678,GBR
36316164,NLD
25830421,NLD
33170461,JPN
28451891,USA
34743348,NLD
34743348,USA
22160441,USA
37364794,DNK
26879051,USA
31597652,GBR
23733374,USA
28976265,CHE
28976265,FRA
23209098,USA
30024861,USA
36840609,BEL
36840609,CHE
36840609,NLD
27927734,USA
35792064,ITA
35792064,JPN
35792064,USA
28452044,USA
30024924,BEL
30024924,USA
36316421,GBR
30024973,CAN
30024973,ESP
34743579,CHE
34743579,DEU
34743579,USA
32122153,SWE
35267915,CZE
35267915,USA
35267915,VEN
21112155,USA
36316511,ESP
32646498,JPN
32122219,ITA
32122219,USA
35267967,ESP
33170863,CHE
33170863,GBR
33170863,ZAF
35268024,IDN
35268025,BRA
35268025,ESP
35268027,GBR
35268027,SAU
33170877,DNK
33170877,GBR
26355134,USA
35268033,SWE
21636546,USA
32122311,AUS
32122311,CAN
32122311,USA
35268040,ESP
22160847,USA
37889487,USA
32122322,AUS
32122322,GBR
37365208,TWN
35268057,KOR
35268057,USA
27403743,FRA
16393717,USA
33170934,USA
36316682,DEU
36316682,SWE
36316692,DEU
36316692,NLD
36316706,IRN
34219633,GBR
36316797,NLD
36316798,THA
36316798,USA
37365374,JPN
37365374,USA
38413990,ESP
38413990,FIN
38413990,GBR
38413990,SWE
36316841,CHN
36316873,CHN
31074005,ISR
31074005,USA
36316913,THA
30025470,CHE
30025470,GBR
36316939,CHN
30025502,TZA
30025502,USA
37365535,JPN
28452665,USA
34744149,JPN
37365605,IRN
37365605,USA
31074184,BEL
31074184,USA
27404184,USA
37365665,ESP
15345600,USA
32122822,GBR
34744265,SRB
33171431,AUS
37890049,USA
30025734,GBR
30025734,USA
20064272,AUS
32122898,USA
36841501,THA
29501470,USA
36841502,BRA
37365796,CHN
26880056,GBR
16394300,USA
35792962,AUT
35792962,CHE
36841541,CAN
36841541,ITA
36841541,USA
37890143,IRQ
37890143,MYS
37890143,QAT
26880104,DNK
15345790,USA
37365904,USA
27404456,AUS
27404456,BEL
27404456,CAN
27404456,FRA
27404456,SWE
35793101,CHE
35793101,GBR
35793101,USA
28977360,USA
27404516,CHN
27404516,GBR
36317412,GBR
19015925,USA
36841723,AUS
36841723,CHE
36841723,DNK
36841723,FIN
36841723,GBR
36841723,ISR
36841723,ITA
36841723,USA
31074576,USA
35793178,CHN
35793180,KOR
35793181,EGY
35793185,CHN
31598912,ITA
31598912,USA
32123205,DNK
32123205,GBR
32123205,POL
32123205,SWE
32123205,ZAF
36317515,KOR
31074641,DEU
31074641,ESP
31074641,FRA
31074641,GBR
31074641,USA
24783198,CHN
36841838,GBR
36841838,SGP
36841886,USA
12200354,ITA
28977574,USA
36841908,GBR
31599043,USA
30026230,FIN
30026230,SWE
36841983,ISR
17443369,USA
26880570,FRA
23734858,USA
12200551,USA
34220712,CHN
34220819,AUS
34220819,GBR
34220819,TZA
22686495,USA
35793700,NOR
35793700,USA
27929407,ESP
27929407,USA
35793732,USA
30026567,ESP
30026567,GRC
33172293,GTM
33172293,USA
33172305,USA
22686549,USA
36318050,GBR
36318050,USA
31075171,AUS
31075171,BGD
31075171,GBR
31075171,LAO
31075171,MMR
31075171,THA
31075171,USA
31075171,VNM
31599479,USA
37890960,CAN
26356698,PRT
24259556,CHE
24259558,ESP
36842486,USA
35269639,AUT
35269639,DEU
35269639,HUN
35269639,POL
35269639,RUS
35269639,USA
29502529,USA
28453969,CHE
28453969,DEU
28453969,GBR
28453969,SWE
37891178,BRA
23735408,GBR
33172597,USA
22162570,USA
36842634,IND
28978349,TWN
34221251,GBR
35794120,ESP
27405522,DNK
36318424,USA
35794140,CHN
31599840,USA
26881251,JPN
23211271,GBR
27405587,USA
20589875,USA
30551404,CHN
36842886,NLD
36842886,USA
31600034,GBR
31600034,NLD
31600034,USA
27405752,NLD
37891539,IRN
33172953,GBR
21114352,USA
31075858,DEU
31075858,FIN
29503004,USA
22687265,GBR
24260129,CHN
37891616,ESP
22162988,CAN
35794485,USA
35794487,TUR
24260170,CHN
31600221,BFA
31600221,CHN
31600221,DEU
31600221,GBR
35270238,BRA
32124514,GBR
28978802,SGP
32124549,CAN
32124549,USA
35794564,IRN
35794564,MYS
31600271,NLD
21114514,USA
35270295,BRA
28454553,GBR
28454553,ITA
24784545,USA
26357419,FRA
26357419,USA
33173165,KOR
31600343,IDN
31600343,UKR
31600343,USA
31600343,VNM
32648924,USA
31600368,USA
35270396,BRA
35270396,DNK
35270396,GBR
35270403,ESP
35270403,FRA
35270403,ITA
35270420,EGY
35270420,SAU
32124728,USA
22687548,USA
30027600,DEU
30027600,FRA
30027600,GBR
30027600,USA
30027600,ZAF
35270527,TWN
26881924,AGO
26881924,CHE
26881924,COD
26881924,USA
28454794,NLD
19541917,USA
25309087,CHN
27406242,NOR
31076261,FRA
31076261,USA
29503404,JPN
28454829,DEU
28454829,NLD
28454829,SWE
35270582,POL
35270582,SVK
26881981,USA
35270595,IDN
35270595,POL
35270595,SGP
35270595,TWN
21114826,GBR
35270635,ITA
12201967,SWE
30552064,MNG
30552064,USA
35270660,ZAF
11677705,GBR
27406346,USA
30552078,DEU
30552078,USA
36843567,TUR
27930697,GBR
38416468,CHE
36843616,SWE
26357864,NOR
26357864,USA
35270768,CHE
31076476,CAN
31076476,GBR
20590747,JPN
37367978,CHN
37367978,GBR
37367978,USA
30552239,NZL
32649390,JPN
30552244,GBR
31600823,CHN
31600823,NPL
31600823,SWE
31600823,USA
19017911,USA
26357943,GBR
30552263,USA
30028033,CAN
30028033,USA
32125197,SWE
16920862,THA
37892388,USA
25833772,USA
25833773,USA
27406638,USA
27406638,ZAF
25833777,BRA
25833781,USA
27406647,ESP
25833808,USA
37892436,JPN
37892445,ITA
37892445,SWE
37892445,USA
36319597,USA
37892464,SWE
37892471,BRA
34222473,IRN
37892518,BEL
37892518,GBR
37892518,ITA
37892518,SAU
37892518,TUR
20066735,ITA
37892527,CAN
37892527,USA
37892528,AUS
37892533,JPN
21639636,USA
31601111,USA
19018213,USA
25833969,AUS
24785399,AUS
24785401,GBR
31076856,NLD
32649736,CHN
31601162,IND
31601162,USA
31601170,TWN
23212605,USA
20591171,USA
37368401,NOR
34746964,NLD
34746976,GBR
27931242,GBR
27931249,USA
27931252,GBR
27931252,IRL
27931259,FIN
27931259,NOR
27931259,SWE
35271306,CAN
35271306,USA
37368465,CHN
37368471,GBR
37368471,NLD
37368484,AUT
37368484,DEU
37368485,DEU
37368485,NLD
27407018,HUN
27407018,USA
37368507,DEU
21115589,FRA
32649925,GBR
36319962,CHN
36319967,CHN
21639923,CHN
26358523,AUS
26358523,BEL
26358523,DEU
26358523,FIN
21639940,USA
26358536,USA
31077181,CHN
31077181,USA
37368677,ITA
37368677,PRT
31601541,CHE
31601541,DEU
31601541,ESP
31601541,USA
35271601,AUS
35271601,DNK
34747338,DEU
34747338,FIN
34747338,GBR
34747338,NLD
32125903,USA
21115882,USA
34747368,AUS
34747368,USA
33174525,CHN
25834495,ZAF
26883118,GBR
35796019,USA
34747448,CHN
24785978,PRT
28980294,IRN
34747516,JPN
34747516,USA
35271808,GBR
35796152,CAN
35796152,USA
25310464,FIN
37369096,USA
36844811,CHN
32650518,CHE
32650518,GRC
32650518,JOR
32650518,POL
32650518,ROU
32650518,TUR
20067619,ESP
37369125,ITA
37369125,USA
23737646,NLD
36844857,CHN
25310525,USA
36844862,CHN
37893501,QAT
37893501,TUR
37893503,MEX
37893503,USA
20592006,USA
31077790,CAN
31077790,USA
37893558,PAK
37893558,SAU
26883526,USA
33175022,BRA
33175022,URY
26359286,USA
33175057,BRA
37369403,KEN
37369403,USA
37369412,NLD
34747977,CAN
34747977,USA
33175114,USA
21640779,BRA
33175128,FIN
33175128,GBR
33175128,SWE
33175128,USA
17970786,JPN
20067954,USA
37369463,USA
37369463,VNM
35796669,USA
35796695,BRA
25835233,SAU
27932411,CZE
27932411,DEU
27932411,HUN
27932411,ISR
27932411,SRB
27932411,SVK
27932411,SVN
27932411,USA
30029684,AUS
30029684,FRA
32651132,NLD
22689678,SWE
29505422,USA
32651161,FRA
32651161,GBR
32651161,ITA
32651161,SWE
21641117,USA
17971108,USA
31078312,JPN
36321193,FRA
36321193,IND
25311148,USA
25835462,USA
35272649,AUS
35272649,GBR
24262620,BRA
25311218,USA
25835516,TWN
25835516,USA
32126972,DNK
31602689,USA
32126990,BEL
32126990,DEU
32126990,ESP
32126990,FRA
32126990,GBR
32126990,ITA
32126990,NLD
32126990,POL
32126990,SWE
35797024,USA
35797047,CHN
36845638,CHN
31078475,USA
35272801,DNK
35272801,ISL
35272801,SWE
30554220,ESP
31602811,DNK
31602811,GBR
28981379,USA
28981379,ZAF
38418563,AUS
38418563,BEL
38418563,DEU
38418563,FRA
38418563,GBR
38418563,ITA
38418563,NLD
38418563,USA
30029967,JPN
37370000,CHN
30554300,USA
27932871,CHN
28981460,CHN
28981460,GBR
28981460,USA
34224341,KEN
34224341,USA
34224341,ZAF
25835747,USA
35272949,GBR
35272949,SWE
37370110,CHN
35272971,GBR
35272971,USA
37370125,NOR
26360083,GBR
37370135,AUS
37370135,THA
37370135,USA
26884380,USA
17971487,NLD
37370143,GBR
37370143,USA
37370143,ZAF
37370143,ZMB
35797300,IDN
30030134,GBR
30030134,USA
30030134,ZWE
30554423,USA
37370197,CAN
37370197,FRA
37370197,GBR
37370197,NLD
37370197,PRT
37370197,SWE
37370197,USA
29505880,NOR
35273052,GBR
36321647,DNK
36321647,ITA
25311600,GBR
25311633,USA
32127394,AUS
32127394,DEU
32127394,DNK
32127394,ESP
32127394,FRA
32127394,GBR
32127394,ITA
32127394,JPN
32127394,USA
31603121,IND
22166044,AUS
33176094,CHE
33176094,FIN
33176094,KOR
24787495,DNK
35797557,USA
28981832,USA
16398939,ITA
23738992,USA
38419058,USA
30554749,CAN
30554749,GBR
30554749,USA
30554749,ZWE
30554751,BGD
30554751,USA
28981901,USA
31079057,ITA
30554789,CAN
30554789,KOR
30554789,USA
20069077,USA
32651998,TZA
32651998,USA
31603428,DEU
31603428,NLD
27933460,USA
27933462,NGA
27933462,USA
31079275,FRA
31079275,GBR
31079275,ISR
31079275,NLD
31079275,USA
20593535,USA
37895038,POL
30555044,NLD
12204968,ITA
36322218,USA
16399292,GBR
26360770,USA
29506561,USA
35798020,USA
33176593,GBR
28982378,KOR
34225296,USA
36322466,BWA
36322466,GBR
36322466,USA
34225318,USA
33176757,DEU
35273943,CHN
28982497,GBR
28982497,USA
34749668,CHN
34749675,MWI
34749675,UGA
34749675,USA
34749675,ZAF
34749675,ZWE
36322562,USA
33176842,CHN
33176842,NLD
33176842,SWE
34749717,USA
20593942,ZAF
31603996,NZL
20593957,THA
34749739,CAN
34749739,USA
32652616,GBR
32652616,USA
30555484,BEL
30555484,DEU
30555484,ITA
31604081,IND
31604081,USA
22166903,GBR
34225535,CHN
26885526,DEU
20594094,USA
35798475,JPN
35798516,GBR
28982775,NLD
30031385,AUS
28982815,NLD
33177133,CHN
28982833,PRT
22691378,NOR
34225722,CHL
34225722,USA
33177149,BRA
33177149,MOZ
33177149,USA
33177149,ZAF
36322882,JPN
22167112,USA
22167121,USA
34750035,AUS
34750035,CAN
34750035,CHL
34750035,DEU
34750035,DNK
34750035,ESP
34750035,FRA
34750035,GBR
34750035,ITA
34750035,JPN
34750035,USA
32128614,CHE
32128614,DEU
32128614,GBR
34225767,IRN
34225782,GBR
36322937,NGA
36322937,USA
20594308,NLD
28982943,CHN
28982943,USA
31080095,GBR
38420129,THA
38420129,USA
32652969,PAK
32652969,SGP
32652969,USA
34750128,USA
23740093,ISR
33177278,JPN
31080129,GBR
34750146,USA
29507281,AUS
35798751,GBR
25312998,NLD
22691628,FRA
33177393,CHN
35274585,GBR
34750366,CAN
34750392,CHN
25313213,USA
25313213,ZAF
15351759,USA
34226144,DEU
34226144,FRA
34226144,GBR
34226144,KOR
34226144,USA
35274723,USA
34750450,JPN
33177622,DEU
34750484,DEU
34226217,AUS
34226219,DEU
34226219,SWE
34226219,USA
19546163,ITA
35799121,USA
35799121,ZAF
34750564,SWE
34226291,DEU
34226291,KOR
26886261,USA
26886261,ZAF
32653447,ARG
32653447,DNK
32653447,GBR
32653447,POL
32653447,SWE
32653447,USA
32129161,ITA
26362000,USA
29507777,CHN
29507777,USA
33177808,CHN
33177818,AUT
33177818,DEU
33177818,FRA
33177818,GBR
33177818,NLD
33177818,USA
26362090,CAN
26362090,USA
26886406,SWE
26886406,USA
36847894,CAN
36847894,USA
26886423,ESP
35275078,CHN
35275078,SGP
35275078,USA
29507944,GBR
26886521,USA
36847995,USA
35275165,USA
32653726,NOR
32653726,TZA
35275166,USA
36848086,USA
23216616,ITA
36848113,POL
30032394,NLD
25838092,JPN
36848153,CHN
23216674,USA
29508153,RUS
32653895,USA
28459603,ESP
37896806,USA
37896812,USA
26362483,DNK
26362483,JPN
26362483,MYS
26362483,POL
26362483,USA
26362483,ZAF
36848258,USA
37896860,KEN
37896860,USA
24789668,NOR
26362541,AUS
26362541,SGP
19546818,SVN
17973956,CZE
38421210,USA
28984033,NOR
28984033,SWE
28984041,DNK
28984041,JPN
36324081,CHN
32129791,CHN
32129795,USA
32654111,IRN
26362661,BFA
26362661,USA
26362666,ISR
22692651,NLD
36324159,NLD
36324159,NOR
16401239,TUR
28984159,DNK
28984159,IRL
21644184,GBR
28459932,BLR
28459932,CAN
28459932,GBR
28459932,USA
27411361,GBR
27411361,NLD
25838513,DNK
37897143,DEU
22168507,GBR
35275761,DEU
35275761,USA
19022840,FIN
36848639,CHN
36848639,COL
36848639,MEX
36848639,PER
36848639,PHL
36848639,SGP
36848639,THA
36848639,USA
37897244,AUS
37897244,GBR
37897244,NLD
37897244,SWE
37897244,USA
31605792,AUS
31605792,BEL
31605792,ESP
31605792,GBR
31605792,JPN
31605792,USA
31605793,USA
31605797,ARG
31605797,CHN
31605797,IND
31605797,JPN
31605797,KOR
31605797,TWN
31605797,USA
30032940,USA
16401473,CHN
30032978,GBR
30032978,MWI
30032978,ZAF
32130136,CHN
24265819,THA
36324443,CHN
32130142,NLD
27411564,GBR
27411564,GMB
32130172,KOR
32130181,TWN
32130181,USA
32130184,USA
34751632,USA
24790178,AUS
24790178,CAN
24790178,DNK
24790178,GBR
24790178,NLD
24790178,NZL
24790178,SWE
24790178,USA
34751654,CHN
34751654,USA
31081651,USA
34227392,KOR
34227397,USA
28460246,USA
32654554,USA
27935977,AUS
27935977,CHN
27935977,GBR
27935977,USA
30557443,USA
31606032,GBR
31606032,MWI
31606032,ZAF
20071702,NLD
34751784,USA
19023152,JPN
27936083,FIN
18498953,DNK
37373347,POL
15877552,USA
36849106,CHE
36849106,FRA
34227708,KOR
21644804,USA
28984843,USA
27936332,AUS
27936332,CHN
27936344,BEL
27936344,JPN
27936344,USA
33179268,DNK
33179268,SWE
19547802,BRA
32655006,USA
32655007,GBR
32655007,USA
22169269,GBR
27936452,USA
27412188,CHN
27412188,USA
30557916,JPN
33179359,AUS
33179359,USA
26887958,AUS
18499354,USA
31082267,GBR
26363701,GBR
26363701,USA
34228066,AUS
34228066,GBR
34228066,NZL
34228066,POL
38422375,USA
25315181,USA
30558079,KOR
28985228,DNK
28985239,CHE
28985239,DEU
28985239,GAB
28985239,GBR
28985239,NLD
28985239,USA
36849566,NLD
37898146,KEN
37898146,UGA
37898146,USA
37898146,ZAF
37898146,ZWE
37898152,CAN
37898152,USA
28985263,GBR
26888112,ESP
26888112,GBR
23218100,USA
32130991,CHN
26363840,CAN
26363840,DEU
26363840,ITA
26363840,NZL
26363840,POL
26363840,SRB
26363840,USA
36849620,THA
36849626,CHN
36849626,USA
28985310,CAN
35276778,ITA
25315325,AUS
25315325,NZL
35276813,FRA
35276813,USA
21645330,USA
31606826,AUS
31606826,GBR
35276863,RUS
35276863,USA
26888258,AUT
26888258,CHE
26888258,DEU
26888258,ITA
35276883,CAN
35276883,CHE
35276883,ESP
35276883,POL
36849753,CHN
35276897,JPN
33704046,AUS
16402568,CHL
18499730,USA
35276965,GBR
31082665,USA
35276977,MYS
36849841,DNK
23742666,USA
29509839,CHE
29509839,LSO
24266960,GBR
29509864,GBR
29509867,USA
36849903,CHN
33704185,CAN
36325678,GBR
37374270,KOR
15878496,NLD
26364263,GBR
26364263,USA
28985716,JPN
15878544,GRC
31607191,IRN
33704351,GBR
37374369,ITA
37374375,SAU
33704366,USA
30558653,USA
33704389,USA
34228735,GBR
37898753,THA
37898772,DEU
32131611,USA
33704494,FIN
33704494,GHA
33704494,USA
25315887,TUR
24791605,USA
36325947,USA
33704530,CHE
33704530,NLD
35277398,ESP
35277398,GBR
35277400,CHN
35277400,IDN
35277400,ITA
35277400,KOR
35277400,PAK
35277400,THA
24267370,USA
21645945,ESP
35277436,BGD
35277436,GBR
35277436,SWE
27413127,NOR
27413127,SWE
27413130,DNK
27413130,LBN
27413130,QAT
27413130,USA
31607467,AUS
35801782,CHN
35801802,CHN
32131790,IRN
31083232,KOR
37898979,GBR
37898979,JPN
29510372,USA
36326117,GBR
22170358,AUS
22170363,USA
22170375,FRA
35801865,SWE
32131866,AUT
32131866,BEL
32131866,CZE
32131866,DEU
32131866,ESP
32131866,HUN
32131866,USA
31607604,AUS
31607604,IDN
31607604,USA
23218998,USA
34753334,USA
32131911,DEU
32131911,NOR
30559051,GBR
30559051,USA
22694757,CHN
35277669,GRC
35801957,AUS
35801957,NOR
23219061,GBR
19549054,USA
30559106,NLD
37899149,DEU
34753431,IRN
32132009,USA
34753480,DEU
25840597,DEU
33704913,SWE
17976288,GBR
10636257,USA
23219175,USA
33704936,USA
33180670,BEL
33180670,CHN
32132105,TWN
32132105,USA
34229284,USA
21122147,FIN
37899385,IND
33180798,GBR
30035123,CHN
30035123,JPN
38423752,ITA
37899469,CHN
37899469,USA
37899470,CHN
33705169,USA
33705179,USA
32132317,CHN
37899483,USA
21646579,USA
21646583,USA
33180924,CHE
33180924,MOZ
33180924,PRT
33180924,USA
33180929,GBR
33180929,USA
35802374,AUS
35802374,CAN
35802374,NLD
35802375,AUS
35802375,USA
36326662,USA
35278093,SWE
10636605,USA
35278154,USA
26365268,BRA
26365268,NLD
36326742,SWE
36326756,USA
23743855,USA
34229619,GBR
33705355,DEU
33705355,USA
35802515,USA
34229655,IRN
33181081,DNK
33181081,ESP
33181081,GBR
33181081,ITA
37899681,MEX
36326824,DEU
28462519,DEU
28462519,FRA
28462519,ITA
28462519,NLD
28462519,POL
37899716,CAN
23219660,USA
34754004,HRV
12209704,ISR
35802667,USA
22695488,USA
33705543,USA
37375595,AUT
37375599,CHE
37375599,FRA
37375599,IRL
35802749,IRN
34229888,PER
34229888,USA
34229896,IRN
37375630,ESP
35802773,AUS
37375660,MEX
33705665,ESP
20598480,USA
37375710,JPN
37375715,ESP
19025646,GBR
33705727,IND
31084291,USA
31084292,USA
32657194,NLD
34754346,EGY
36851536,ESP
20074324,GBR
33181534,CAN
33181534,SWE
33181534,USA
16404361,GBR
17977237,USA
36327327,CAN
36327327,JPN
36327327,USA
26890171,USA
33181631,USA
27414470,USA
22695903,GBR
38424569,NLD
33706000,USA
33706001,USA
33706002,USA
26365989,ESP
26365989,USA
32133163,GBR
32133163,MWI
32133163,USA
32133164,GBR
32133164,USA
32133164,ZWE
19025972,USA
28463161,USA
24268861,USA
30560316,USA
31608930,DNK
31608930,GBR
36851814,DNK
36327532,SWE
36327532,USA
31084656,ZAF
31608962,BGD
31608962,GBR
31608962,IND
31608962,KOR
31608962,USA
28987525,USA
35803290,USA
22171804,NLD
34230452,CHN
25841891,BGD
25841891,CAN
25841891,GBR
25841891,USA
27939058,GBR
27939058,MWI
27939058,USA
23744760,USA
20599042,USA
35279112,DEU
35279112,ESP
35279112,FRA
35279112,GBR
35279112,ITA
35279112,PRT
35279112,SWE
34230556,USA
34230562,CHN
35279171,GBR
35279201,CHN
35279214,CHN
21123460,ESP
35279258,GBR
35279258,USA
27939237,USA
35279270,GBR
31084994,GBR
31084994,NLD
35803626,IND
35803626,USA
26890736,USA
35279345,USA
21123574,USA
35803640,SWE
34755130,USA
22172244,NOR
31609433,USA
18502251,USA
35803754,CHN
34230959,CHE
34230959,ESP
34230959,GBR
34230959,SWE
30036672,CHN
35803894,GBR
35803894,NOR
35803894,SWE
35803894,USA
35803896,USA
35803896,ZMB
28988168,AUS
28988173,AUS
31085338,USA
35803945,GBR
35803945,MYS
35803945,TWN
33706795,IND
33706795,SWE
32658264,USA
34755426,FRA
34755426,USA
19026794,GBR
24793963,FIN
36328306,JPN
36328306,SGP
36328306,THA
36328306,TWN
36328325,GBR
36328325,IRL
28464006,DNK
35804049,CHN
27415448,GBR
35279770,DEU
28464041,GBR
28464041,USA
28464041,ZAF
28464041,ZMB
17978289,JPN
31609787,USA
36328390,ESP
36328392,CHE
36328392,DEU
36328392,GBR
11686857,GBR
30561227,EGY
31085528,GBR
37376989,CAN
37376989,FRA
37376989,KOR
32134163,CHN
34231332,PRT
16405547,USA
